序号,Id,昵称,所在地,评论时间,节点,评论id,层级,点赞数,内容
7523,2862789262,Qing菜-Jay10,广东 河源,2016-7-25 12:06,1,4001098064436318,0,0,@@：现在是到了把责任都推给动物园的时候了吗？！哎，害死了她妈，害了动物园
7524,2787847692,言DD,安徽 马鞍山,2016-7-25 12:05,1,4001097859500574,0,0,@@@：回复@:人家妈妈死了 这不是惩罚？ 你以为你多高尚？ 出了这种事情第一个就得为逝者安息 不管出于什么原因死的  风凉话不腰疼
7525,1919330445,木槿花噜噜,天津 河西区,2016-7-25 12:04,1,4001097708211029,0,0,@@：女的下车后，她老公的车并没有停止而是缓慢地向前移动（看视频时可以看出来），带女方走到驾驶位后才真正停止，正常情况下应该没有人在车还没停稳的时候就下车吧@ 我觉得家属撒谎了，而且上上周刚去过北野，里面都是两道闸门的，八达岭也不会例外吧
7526,5772400127,瞌睡虫o78272,,2016-7-25 12:04,1,4001097682908198,0,0,@@：这完全是个人的责任
7527,2003699933,shi-ka-ru-be-ku,其他,2016-7-25 12:03,1,4001097409971140,0,0,@@：开始要钱的节奏呗
7528,3983984692,琅琊孟先森,山东 临沂,2016-7-25 12:03,1,4001097398035476,0,0,@@：这借口也是没谁了 大喇叭播放警示语你没听见也就罢了 出门出安全门你还不知道吗  这是想把责任推给谁？愿动物园没把老虎训练成Hello Kitty，还是愿大众车车门开的太容易。这是血的教训，冲动的惩罚。
7529,1928009587,jrl__la_0806,北京,2016-7-25 12:03,1,4001097326065730,0,0,@@：别的我不清楚，上礼拜天我也去了，野兽区都是两层电门控制的，而且有很显眼的提醒标志，工作车辆在附近，喇叭也一直循环播放注意事项，
7530,5324437031,清然依然,四川 南充,2016-7-25 12:02,1,4001097183792824,0,0,@@：能说的大家都说了。我只说一点，视频里，园区的车子出现了。虽然最终晚了一步，但人家也来得及救下作死女主角。可以说园区的巡逻车在办事，它可以比较及时的赶到，就不能随便说人家安全监管没好好做。人家肯定一直在巡逻，才能那么快发现他们，并喇叭鸣示。@
7531,2787847692,言DD,安徽 马鞍山,2016-7-25 12:02,1,4001097151081260,0,0,@@@：回复@:断章取义？你了解事情真相？你了也不过看了视频和文章断下定论而已 别装多高尚@
7532,1966741313,丁丁说她今天开始做魔王,湖北 武汉,2016-7-25 12:02,1,4001097100325522,0,0,@@：已经出了虎园。6666动物园连个铁门都没有吗你就说出去了@这个想讹钱想疯了
7533,2341967265,想改的昵称都被占用,其他,2016-7-25 12:02,1,4001097099520152,0,0,@@：据说一家都是医闹分子？？？过分点讲，这就是报应啊@@@
7534,2876778202,AI-QUANZHILONG,浙江 杭州,2016-7-25 12:02,1,4001097012005987,0,0,@@：回复@:做什么任性的事情'自己作死'不要让别人来买单！唉@
7535,5602781337,lanlanlalaelf,,2016-7-25 12:01,1,4001096899120302,0,0,@@：讹钱个屁啊？你人认为已经出了动物园，那是你自己的问题，那是你自己主观认为的，不代表客观就是，反正大猫不能有事，动物园不能负一丝一毫的所谓“责任”，大家都是成年人了，自己犯的错自己承担，如果真去上法庭了！我只想问一句：“午夜梦回，你会不会梦到你妈妈惨死的时候。。。”
7536,3182627090,風城原住民,江苏 南京,2016-7-25 12:00,1,4001096714385147,0,0,@@：回复@:想方设法骗赔偿才是中国的悲哀，没必要在这装高尚，无风不起浪。出事了多找找自己的问题，而不是推卸责任。
7537,3960972836,阿一古几,其他,2016-7-25 12:00,1,4001096667669551,0,0,@@：可是误认为也是你自己的错误啊！
7538,2002728543,太阳已红扑扑,山东 临沂,2016-7-25 12:00,1,4001096664270722,0,0,@@：经不起推敲
7539,2636370853,手机用户2636370853,,2016-7-25 12:00,1,4001096660074717,0,0,@@：怎么说都说不过去。不如直接说她就是个智障一点常识都没有！怪动物园没有做好识别放进去好了！真是天作孽犹可恕，自作孽不可活！有些人就是自己作死还连累她人，可怜！
7540,5623193422,快乐的潼,河北 保定,2016-7-25 12:00,1,4001096592602590,0,0,@@：这个姥姥真可怜，为了追女儿@@
7541,2455925420,心心心茫茫,四川,2016-7-25 12:00,1,4001096525029198,0,0,@：回复@:厉害了，风凉话的意思是死了活该，我国从来都不缺少你这种断章取义看不懂人话智商不在线上自以为了不起的人，比如视频里的作死女。害人害己。
7542,1826964240,凌波上的风铃,浙江,2016-7-25 11:59,1,4001096345796940,0,0,@：看视频明显那个女的发怒的样子走下车，到处都是警示语，还要下车找死，这种人简直就是作死，园区没责任，老虎也没错。
7543,1400194090,投降猫咪,,2016-7-25 11:59,1,4001096240398649,0,0,@@@@：总之老虎肯定没错！！！//@: 不作不会死，任性也不看看什么场合，不同情
7544,2421185833,PANG-YUE,其他,2016-7-25 11:58,1,4001096081387396,0,0,@@：脑子是个好东西，可怜了那老母亲@。老虎是可爱，但是它并不是Holle Kitty。@
7545,1923094737,环佩眉毛君,湖北 武汉,2016-7-25 11:58,1,4001096010210611,0,0,@@：这动物园也是倒霉……
7546,5238816827,扣扣雪球,海南 海口,2016-7-25 11:58,1,4001096009895984,0,0,@：还有我看到的就是，动物园方真的在年轻的女士下车不过几秒就赶过来了！很尽责，最后一点。。。老虎无罪！
7547,5723132515,酱唉,,2016-7-25 11:58,1,4001095997281421,0,0,@：可怜天下父母心。
7548,2787847692,言DD,安徽 马鞍山,2016-7-25 11:57,1,4001095887856327,0,0,@@@：回复@:厉害了  这事不是发生你们身上 搞不懂 说风凉话的人是我中国的悲哀
7549,1825431463,Wendy葱M汪汪,,2016-7-25 11:57,1,4001095866947193,0,0,@@@：视频里可以看到啊，母亲冲出去没几秒巡逻车就飞快的开过去了
7550,5969540752,轮回也好,,2016-7-25 11:57,1,4001095845867787,0,0,@@：回复@:这妈妈不是一般妈妈能比的
7551,5090361727,给我一只麦,黑龙江 哈尔滨,2016-7-25 11:57,1,4001095749636833,0,0,@@：作为一名公共场所的工作人员，就这件事我也想说，去公共场所都注意一下自己的言行素质，那么多标牌警告并不是为了给工作人员减少负担的，更多的也是为了你们的安全，如果有人制止你们翻栏杆，进围挡也都是为了你们好，别见了谁都以为是服务员，以为自己是上帝@许多场所免费就是为了提高大众素质的
7552,5345330213,时尚市场sunshine,北京,2016-7-25 11:57,1,4001095741446396,0,0,@@：回复@:许多评论里的人的心都是冰做的
7553,2805368783,Djedndkavdiw,上海 闸北区,2016-7-25 11:57,1,4001095736695935,0,0,@：有些人就是出门不带脑子的
7554,5979643074,_执念冭過以尘网自缚,北京,2016-7-25 11:56,1,4001095707212065,0,0,@：怎么就没吃了你呢
7555,1889269593,Fdriving,,2016-7-25 11:56,1,4001095703446832,0,0,@@@：个人看没吵架 要不女的开车门甩车门会那么轻嘛。  以后去这地方的兄弟注意了 无论什么事都不能开门！不管车上老婆要干嘛 孩子要干嘛作为一个男人要当机立断 死活不要开！千万别开门！别开！
7556,1887547491,icysprinkle,陕西 西安,2016-7-25 11:56,1,4001095657181457,0,0,@：别求别杀老虎，老虎很无辜
7557,2147990432,乐儿阳阳,河北 保定,2016-7-25 11:56,1,4001095623664905,0,0,@：-作死还拉着别人！这智商还自驾去野生动物园。
7558,3874435619,倘若那天把该说的话好好说_,海外 法国,2016-7-25 11:56,1,4001095585549586,0,0,@：@这儿子当得好。
7559,1415632163,又如微暖,其他,2016-7-25 11:56,1,4001095564807766,0,0,@：这么说是准备舔着脸要赔偿来吗
7560,2280017991,洋花一笑,黑龙江 哈尔滨,2016-7-25 11:56,1,4001095560609602,0,0,@：我觉得动物园和动物都没有责任 @@@@
7561,1898844307,Roland-Garros,其他,2016-7-25 11:55,1,4001095371589918,0,0,@：替老虎和园方感到委屈
7562,5238816827,扣扣雪球,海南 海口,2016-7-25 11:55,1,4001095359340437,0,0,@：感觉像是事情闹大了，家属方不愿承担责任编出来的谎话！有眼睛的都看得出来视频中年轻女士的急躁
7563,1933424657,1991年10月30日,云南 西双版纳,2016-7-25 11:55,1,4001095321880944,0,0,@@：这“亲友”是律师吧，还是你当时坐在车里，想转移责任就直说咯@
7564,3568237962,金QL,贵州 黔东南,2016-7-25 11:55,1,4001095309284454,0,0,@@：野生动物真的很少了很需要保护，更何况它们是无辜的。无辜！！！@
7565,2855996120,TattoLee,福建 福州,2016-7-25 11:55,1,4001095300887801,0,0,@：已经很可怜了，怎么还会有人骂伤者的。醉了
7566,3959310082,Zzmmm9999,其他,2016-7-25 11:55,1,4001095263299663,0,0,@@：就想拿你妈命换点钱呗
7567,3764210041,栗栗栗栗栗_栗子,,2016-7-25 11:55,1,4001095221118758,0,0,@：自己找死 然后打官司想让动物园给钱呗
7568,5182516616,feifeiiiiiiiii,河北 邯郸,2016-7-25 11:54,1,4001095216919501,0,0,@@：这女的该死，把自己妈妈害死了！还有什么脸活着!误以为自己出了园区?你当别人都是智障吗！视频看的很清楚，一看那女的就贱，猛兽区下车活该!
7569,3853053070,翠米诺西,湖南 长沙,2016-7-25 11:54,1,4001095145043216,0,0,@@：你出了虎园你就把车停中间然后下车？！
7570,1260752635,飘渺行舟如叶THU,北京 海淀区,2016-7-25 11:54,1,4001095074124159,0,0,@@：有门的。出园有门的。没什么误认为。。。。不要想着讹钱了，给你们家剩的那个小的积点德，作死还拖累别人。其实就俩字，活该
7571,5632844120,Sneezer权,四川 自贡,2016-7-25 11:54,1,4001095041283690,0,0,@@：回复@:少打了个婊@
7572,5596693771,OMG-叫我楠神,,2016-7-25 11:54,1,4001094990157642,0,0,@：自己抽风，还把老妈搭进去了，呵呵，这人真是醉了@@@
7573,1976015431,1017加油,海外 澳大利亚,2016-7-25 11:53,1,4001094965628843,0,0,@@：@@
7574,2406819487,村上小花朵,四川 广安,2016-7-25 11:53,1,4001094848035443,0,0,@：你们这样弄的我一点同情心都没了，勇敢为自己的错误负责好吗？你孩子也在车里，有一点好的引导不行吗？
7575,5041684924,朕的侍卫在哪啊,山西 晋中,2016-7-25 11:53,1,4001094839635818,0,0,@@：想讹钱的样子不要太明显 真当网友瞎啊
7576,1885101593,-不眠的是时间,山东 济宁,2016-7-25 11:53,1,4001094809887412,0,0,@@：我误以为没过实线，所以这次闯红灯不赖我？？？？
7577,5211679528,韩庚的一点仙,浙江 绍兴,2016-7-25 11:53,1,4001094793758833,0,0,@@：回复@:看了原文才理解
7578,2088519733,RoLin王木木,贵州 贵阳,2016-7-25 11:53,1,4001094759505850,0,0,@@：等于吸毒时还说，我误认为那是冰糖，好吃我就吃了@
7579,5211679528,韩庚的一点仙,浙江 绍兴,2016-7-25 11:53,1,4001094755310204,0,0,@@：回复@:因为刚开始没有看原文
7580,2414691297,大天使之贱,陕西 西安,2016-7-25 11:52,1,4001094675835562,0,0,@：看那个女的下车想换驾吧，恶意揣测一下  在车上， 这女的嫌弃她丈夫开的快， 说：“开太快了，一会儿就过去了@@，老虎都看不到，慢点，还不如我开@@@”  老公:"有本事你来开@"  然后这女的就下去了
7581,1844376610,三萬I,海外 其他,2016-7-25 11:52,1,4001094625454697,0,0,@：老虎没责任，动物园没责任！
7582,1959189903,她说的木年,,2016-7-25 11:52,1,4001094621255079,0,0,@@@：用“误以为”为借口，把进园前签的协议抛在脑后，把生命当做儿戏的人，根本不值得一只国家保护级动物为她牺牲。
7583,2663952774,钟汉良今天来成都开演唱会了吗,四川 成都,2016-7-25 11:52,1,4001094617056969,0,0,@@：鬼才信。
7584,1730937072,安吉拉贝贝阿,其他,2016-7-25 11:52,1,4001094495557607,0,0,@@：真把老虎当HelloKitty了
7585,2659415311,加勒比小毛驴,其他,2016-7-25 11:51,1,4001094432296238,0,0,@@@：自己作，把你妈都害死了，真替你妈不值得
7586,3532766582,Darling__y,河北 秦皇岛,2016-7-25 11:51,1,4001094335735522,0,0,@@：伤者和司机是夫妻的话会不会离婚。关键时刻还得亲生的
7587,3638606465,苍蝇拍2333,山东,2016-7-25 11:51,1,4001094335614513,0,0,@：动物园责任不大，可以说没责任。自己意识淡薄，悲伤的同时也希望有钱有时间消遣时也拿出一点时间学学怎样管理自己情绪，怎样提高安全意识。
7588,3218706055,一天没读书感觉很像猪,广东 珠海,2016-7-25 11:51,1,4001094324164111,0,0,@@：@ 链接
7589,3177979913,象宫宫,湖南 长沙,2016-7-25 11:51,1,4001094323427975,0,0,@@：所以现在是两只老虎咬了人，我很在意它们的安全@
7590,1844376610,三萬I,海外 其他,2016-7-25 11:51,1,4001094310806173,0,0,@：我不是说，但是真的是这女的自作自受。
7591,5415623199,张艺兴的正经女朋友,湖南,2016-7-25 11:50,1,4001094197737902,0,0,@@：exm？感情和睦就不会吵架？游园的时候你在车里？
7592,1899459494,倩青菁菁青青倩倩菁,海外 越南,2016-7-25 11:50,1,4001094096688545,0,0,@@：不是吵架下车那为什么突然下车还走向司机位置
7593,5491928185,Carrie美丽爸爸,吉林,2016-7-25 11:50,1,4001094093411959,0,0,@@：EXO me?有没有出虎园这都看不出？
7594,3201893434,阿喵是喵不是猫,江苏 南京,2016-7-25 11:50,1,4001094030064141,0,0,@@：感觉像换人开车？
7595,5788758049,知足不常乐c,江苏 镇江,2016-7-25 11:50,1,4001093992278112,0,0,@：所以说啊  吃饭给点脑子吃吃
7596,5580244524,小王子_3_,其他,2016-7-25 11:50,1,4001093979391046,0,0,@：回复@:圣母@
7597,2935403863,可楽馅,江苏 苏州,2016-7-25 11:50,1,4001093962596126,0,0,@：全家出门都不带脑子的也是少见
7598,3748594845,zzh1026it,北京 海淀区,2016-7-25 11:49,1,4001093924812439,0,0,|@：回复@:不同意,蹦极绳子可能断就不应该开放,跳伞绳子可能断就不应该开放,开车可能出车祸也不应该开啊,同时,你就是呆在家里也有可能被陨石砸,那你应该去死啊!!!!对吧|
7599,5453227918,大汪汪Wluckthea,其他,2016-7-25 11:49,1,4001093892083539,0,0,@@：她妈真是可怜了@可怜天下父母心@妈妈很伟大啊       但是女儿 呵呵 怎么就不把你给咬死 把一祸害养这么大 活着又怎么样 下辈子良心能安啊@
7600,3185422740,吾家有贤夫---君姓曺,北京 延庆县,2016-7-25 11:49,1,4001093869935575,0,0,@@：误以为出了老虎园，那你聊天非得下车聊吗！花样作死连老虎都看不下去了！
7601,2327159225,茶凉须热,内蒙古 赤峰,2016-7-25 11:49,1,4001093815939577,0,0,@@：谁信啊@
7602,1037824731,我胖了称碎了,江苏 连云港,2016-7-25 11:49,1,4001093799703945,0,0,@@：拉倒吧～
7603,2626275581,柠檬味道的樱桃,青海 西宁,2016-7-25 11:49,1,4001093787106070,0,0,@@：管你是吵架还是误以为、老虎都没错、请放生那只老虎！
7604,3710968403,墙角的小南瓜你孤芳自赏,广西 南宁,2016-7-25 11:49,1,4001093786549637,0,0,@@：如果因为同情弱者和人道主义这种狗屎理由让园区赔偿和处死老虎，那从今以后我们也不用遵循法律了，反正我们弱嘛，法律就应该给弱者让步。
7605,1732846140,iriskakakaky,河北 石家庄,2016-7-25 11:49,1,4001093782348344,0,0,@@：这件事儿  法律要是说动物园有毛病   我以后再也不相信法律了  群众的眼睛是雪亮的
7606,1937169855,当歌幸有金陵子,四川,2016-7-25 11:49,1,4001093773939014,0,0,@：如果真的想评论里爆料的这女的是著名医闹，那老虎真是干了件好事@为民除害@
7607,2435852073,渣渣们是时候了,海外 其他,2016-7-25 11:49,1,4001093773444281,0,0,@：回复@:@谢谢夸奖
7608,3181236635,DD是美妞,海南 海口,2016-7-25 11:49,1,4001093765052770,0,0,@：害人害自、害自己母亲死了、还不悔改、这个借口很对的起你亲爱的母亲吗？
7609,2370540827,Amanda-郑宝宝,,2016-7-25 11:48,1,4001093639456278,0,0,@@@：这女的下车时候左顾右看的，说误认为已经出了虎园，谁特么相信，已经害死自己的母亲了，能不能给自己积点德啊
7610,3197565773,陌上阡离,江苏 苏州,2016-7-25 11:48,1,4001093618603671,0,0,@@：过几天动物园门口就会有人来拉横幅了，动物园看管不利，还我亲友命来，几个亲友披麻戴孝的举着遗照烧纸钱，对，还得抱着孩子才更博人眼球，顺便医院的妻子也得到现场来，流程我都帮你们想好了，可以开始讹钱了
7611,2693392467,MailuvWilliam,北京,2016-7-25 11:48,1,4001093614284400,0,0,@@：我只想说老虎真tm可怜，动物园真tm冤
7612,2262499317,Mini玩美Lucifer,海外 澳大利亚,2016-7-25 11:48,1,4001093610210764,0,0,@@：现在的新闻媒体能不能调查清楚再发稿子？
7613,5515594558,Mayday家的小短腿_,内蒙古,2016-7-25 11:48,1,4001093555893960,0,0,@@@：脑子是个好东西，希望你们全家都能有几个@@@
7614,2049532254,M纵横云鹿M,广东 深圳,2016-7-25 11:48,1,4001093497372355,0,0,@@：以后别去动物园了去看动物世界多好。别到时候误认为狮子要从电视里跑出来就好
7615,2712465137,芳菲小园,河北 廊坊,2016-7-25 11:48,1,4001093489078515,0,0,@：求孩子的心理阴影面积，亲眼看着妈妈和姥姥被老虎抓走
7616,1289266994,AmberW_头脑空空,,2016-7-25 11:48,1,4001093488717041,0,0,@@：@ 就问她怎么没被咬死？？？这理由都行🙄
7617,2163747642,夏夏小小小夏,,2016-7-25 11:48,1,4001093484518838,0,0,@@@：说她可怜吧，确实挺可怜，说她不可怜，也毫不违和。一句“误以为”，就巧妙的把责任推卸给动物园，真的是不作就不会死！但是百分之九十九的责任在自己！可怜啊！因为自己的无知，害死了亲妈。我想这女的活下来了，以后的日子也不会好过、一辈子活在阴影下，也算是对她的惩罚了。
7618,2167158413,Hi我是小黄,北京,2016-7-25 11:48,1,4001093460052095,0,0,@@：本来以为死的是那个女的，想还是给钱安抚一下她母亲好了。原来死的是她妈，别赔！
7619,2476458521,Oowah--,辽宁,2016-7-25 11:47,1,4001093450932301,0,0,@@：自己做错了就要有所觉悟，不要总想讹人 你这样真的会遭报应哦
7620,2619702107,猫小黏,,2016-7-25 11:47,1,4001093442278294,0,0,@@：@：当时在场还有两辆车，可以找车主和同行乘客进行验证，园区的巡逻车那么快就出现在视频里，明显就是之前已经警告过，希望那两辆车可以为园区作证。自己不守规矩害死了妈妈，事后竟然还想用误以为的莫须有来讹园区，太坏了，老虎咬死的应该是她。
7621,3281741675,吴囧囧seven,贵州 遵义,2016-7-25 11:47,1,4001093401140090,0,0,@@：母亲都死了，亲友还组团讹钱。我不知道他们是怎么想的！难道动物园没有出口的标识，大门总有吧！视频都很明了了
7622,5138596444,狂拽酷炫小土豆,其他,2016-7-25 11:47,1,4001093396352533,0,0,@@：最讨厌自己不守规则导致的后果还要受拖累方赔偿  如果都这样以后那些白纸黑字的合同规则法律文书是不是都是废纸一张了
7623,1894802787,短小胖super,山东 菏泽,2016-7-25 11:47,1,4001093367659252,0,0,@@：希望老虎平安
7624,3182627090,風城原住民,江苏 南京,2016-7-25 11:47,1,4001093349981302,0,0,@@：回复@:赞同
7625,5632844120,Sneezer权,四川 自贡,2016-7-25 11:47,1,4001093333629018,0,0,@@：回复@:都是地球上的生物凭什么它们就该被关起来给你看
7626,1898630997,阿怪黄Weirdo,广东 深圳,2016-7-25 11:47,1,4001093333626587,0,0,@@：no zuo no die
7627,5642299296,一碗叉鵝雞鴨飯,广东 深圳,2016-7-25 11:47,1,4001093325546248,0,0,@@：素質問題，之前自駕動物園，都寫著禁止下車拍照喂吃，但也有很多人私自下車拍照，而且還堵著後面的車，看到都煩
7628,1739180435,我叫布鲁布鲁布鲁丶,其他,2016-7-25 11:47,1,4001093325544607,0,0,@：🙄不说老虎，是条流浪狗都有可能咬人。
7629,5380226054,国民中年大叔,江苏,2016-7-25 11:47,1,4001093308745008,0,0,@@：像这种野生动物园就不应该开放！！
7630,2797853297,尾九狐DOVE,山东 济宁,2016-7-25 11:47,1,4001093274849396,0,0,@：不作死就不会死 因为自己害死了亲妈 不觉得愧疚吗
7631,1902867387,Winnie是吴嫣然啊,,2016-7-25 11:47,1,4001093271331447,0,0,@@@：@
7632,1732846140,iriskakakaky,河北 石家庄,2016-7-25 11:47,1,4001093261880270,0,0,@@：我怎么那么不信呢   .这亲友就别解释了   解释等于掩饰  掩饰等于没常识  错了就是错了   你看这代价多惨痛    下次记住咯 (-̇᷇̂ᴥ ̇᷇̂-)
7633,3532766582,Darling__y,河北 秦皇岛,2016-7-25 11:47,1,4001093254140144,0,0,@@：看到了工作人员很快赶到
7634,5847788527,雎雎雎雎雎雎雎雎,,2016-7-25 11:47,1,4001093237325111,0,0,@@：没吵架 骗傻子咯@
7635,2665229390,如果当时我们都在,辽宁 沈阳,2016-7-25 11:47,1,4001093207340380,0,0,@@：我要是说这亲友明显想讹钱有人信吗，亲友在骗鬼呢，你闲的没事下车去驾驶座拽门啊。
7636,3182627090,風城原住民,江苏 南京,2016-7-25 11:46,1,4001093186703017,0,0,@@：装作不知道没出虎园，这样就可以另辟蹊径要赔偿。毕竟已经签了责任书，没有比这个更好找园方管理问题的理由了。高
7637,2816136871,丿阿四有趣的名字,,2016-7-25 11:46,1,4001093177973285,0,0,@@：为什么要下车？？下车干嘛？？还连累母亲？？
7638,2049532254,M纵横云鹿M,广东 深圳,2016-7-25 11:46,1,4001093170146247,0,0,@@：哇！这就是在怪动物园咯。
7639,5632844120,Sneezer权,四川 自贡,2016-7-25 11:46,1,4001093165713473,0,0,@@：回复@:看动物只是为了满足你自己的欲望而已
7640,5536199369,萌哒哒芋头,上海,2016-7-25 11:46,1,4001093144409962,0,0,@@：巡逻车都一再让她回去了，还是听不见吗？找什么借口。这种属于自己导致的严重后果，没必要让动物园承担吧。三令五申还是不听，有什么办法
7641,2654706931,向光而行热烈生长,上海 南汇区,2016-7-25 11:46,1,4001093141144032,0,0,@@：出去了难道没有经过大铁门吗？你是怎么断定自己出了虎园的@@
7642,2455925420,心心心茫茫,四川,2016-7-25 11:46,1,4001093133008857,0,0,@：回复@:我说的是风凉话？我看你三观不太正人权高于一切了、看看你微博里的发言，只是告诉你敬畏大自然，动物有天性，并不是被关在园子里就比人类低等，凭什么要让动物为这女人的过失买单、是她害死了自己母亲，入园协议干什么用的？
7643,5688277941,captain碳哉,江苏 无锡,2016-7-25 11:46,1,4001093132363999,0,0,@：想知道老虎怎么样了
7644,2862863844,洞庭湖老琉雀,海外 美国,2016-7-25 11:46,1,4001093124605309,0,0,@@：看视频像是争吵啊，估计是争起来女方气性大自以为出了吧
7645,2685799561,魏什麽_wzh,,2016-7-25 11:46,1,4001093120013663,0,0,@@@：别解释了，这锅动物园不背，老虎@
7646,1934761863,所以说是一只猫啊,四川 成都,2016-7-25 11:46,1,4001093102739725,0,0,@：感觉澎湃新闻真的是造谣爱好+负面新闻歪曲报道+诱导民众的典型，看多了真是有点恶心，当别人都没带脑子的么，下面列的那一长串动物园伤人是想要干嘛，诱导民众指责动物园？
7647,1783516863,糖果--布丁爱,甘肃 兰州,2016-7-25 11:46,1,4001093069150595,0,0,@@：欺负我没去过野生动物园吧！欺负我没见过进出的大铁门吧，欺负我知道视屏没有字幕吧！
7648,3073387537,佳嘉格,内蒙古 呼和浩特,2016-7-25 11:46,1,4001093018772264,0,0,@@：我就不理解既然认为出去了，那么应该有很多人下车才对，为什么只有你一个人下车了呢？在虎园下车，你胆识过人啊！
7649,1762201560,暖冬无雨晴,其他,2016-7-25 11:46,1,4001092980792220,0,0,@@@：又看了一遍 女的下车后 车有往前一直挪
7650,3264978232,汪苏泷的汪夫人,吉林 吉林,2016-7-25 11:46,1,4001092976786882,0,0,@@@：还是你的错  别怪我们老虎@  再说了  旁边还那么多树呢  误认？
7651,1923562817,添然来访,,2016-7-25 11:46,1,4001092973419123,0,0,@@@：借口能不能再假点，一家四口脑子都被门挤了？女的要是驾驶员停车下车可能是误认已经出园了，但现在的状况。。。
7652,3727927310,捡起来的旧时光,广东 深圳,2016-7-25 11:46,1,4001092965017108,0,0,@@：动物园要被讹了
7653,2117603483,说人话不作妖,,2016-7-25 11:46,1,4001092956290091,0,0,@@：医闹改圆闹了@这女的真是报应啊
7654,3761470233,木圆一,吉林 长春,2016-7-25 09:14,1636,4001054851218221,1,0,@：脑子忽然好用起来
7655,1721960384,一刀平五千-,北京 大兴区,2016-7-25 17:18,1622,4001176590204664,1,0,@@：回复@:放回大自然吧
7656,1770669410,十月柠檬茶,重庆 江北区,2016-7-25 17:17,1622,4001176439607901,1,0,@：那两只老虎应该都会安乐死吧。我记得哪里说过，这种尝到过人肉的猛兽，不管是啥原因都会处理掉，怕对饲养员造成伤害。
7657,5836294914,_CoLin嫚薇_,,2016-7-25 09:00,1604,4001051256988344,1,0,@@@：求求您帮帮我们救救孩子吧@
7658,2114410594,東spak,江苏 苏州,2016-7-25 10:20,1596,4001071313286870,1,0,@：人死了，不能白死，还要敲诈一笔钱？那个没死的真是个垃圾
7659,3170056713,我家虎是只汪,湖北 武汉,2016-7-25 09:07,1596,4001052947111464,1,0,@：自己作死 怪不得动物园
7660,2143502213,挚爱的挚爱草莓牛奶,江苏 泰州,2016-7-25 09:16,1596,4001055388051936,1,0,@@：进这个动物园要先签不能停车下车的协议，视频里绿色吉普是园方车辆，当时就警告不要停车不要下车，园内广播也在循环播放。事情出了这么久，才说以为出了老虎区。老虎和小兔子区是一块儿的嘛？出了老虎区就是安全的小兔子区了？
7661,1632745225,李学丰,北京,2016-7-25 20:12,1596,4001220362925971,1,0,@@：其实是当事人误认为自己不是SB。
7662,1701817731,外与我,,2016-7-26 14:57,1596,4001503481863845,1,0,@@：回复@:不是 我没表达清楚 我的意思是车还在行驶过程中 如果没有司机操作 副驾的车门是怎么打开的？
7663,5976758646,关你球事儿,山东 青岛,2016-7-26 14:54,1596,4001502777102287,1,0,@@@：回复@:车不同，许多控锁只能外面开不开，里面可以
7664,5976758646,关你球事儿,山东 青岛,2016-7-26 14:53,1596,4001502421441885,1,0,@@@：老虎误以为自己是只病猫，咬不死人。@
7665,3986238523,杨成nicolas,上海 崇明县,2016-7-26 10:55,1596,4001442622571677,1,0,@：这说的，不讹动物园一笔不行了。智障害死自己老母
7666,5047847906,伊旎Esther,其他,2016-7-26 02:52,1596,4001321000150427,1,0,@：园方有提供观赏车满足没车或不愿开私家车的。自驾的哪个不是签订责任书并在验票时反复被提醒路线和不准开窗门，园内到处警示牌并且严禁下车的公告反复在广播里说但不守规则的人偏不听！动物园已尽到充分的提醒义务看视频巡逻车反应速度也是充分尽到了及时救助的义务。这就是个no zuo no die的意外事件
7667,5795131705,方小院27,山东 济南,2016-7-25 19:19,1596,4001207183505338,1,0,@：无话可说。
7668,2191271314,找路的人xp,其他,2016-7-25 13:02,1596,4001112266744984,1,0,@：居然是最后从车里下来的母亲没了@@@ 母爱是无私的，伟大的！
7669,1258955361,乔伞伞,河南 郑州,2016-7-25 12:28,1596,4001103529382523,1,0,@@：自己作死！天要收！什么叫误以为！都是成年人，判断力丧失了吗？！跟动物园有什么关系！老虎白担了虚名！还准备讹钱？不要鼻子啊这人
7670,1701817731,外与我,,2016-7-25 12:07,1596,4001098350109464,1,0,@@：轿车行驶过程中中控锁不是锁起来的吗？副驾驶是怎么开的车门？
7671,1865782255,花溪姐,吉林,2016-7-25 11:37,1596,4001090774562583,1,0,@@：这说辞准备讹诈动物园了！必须赔钱了。网上为什么一直说二个人吵架呢？肯定是活着的男方供述，没有人故意冤枉他们。
7672,3897100728,我要狂瘦,广东 广州,2016-7-25 11:26,1596,4001087964485538,1,0,@@：我现在在想，车里的小孩亲眼看到自己的妈妈和外婆被考虑咬伤咬死，会有什么样的心里伤害。
7673,3178596811,荷藕莲花,北京 通州区,2016-7-25 11:06,1596,4001083057799783,1,0,@：打算讹钱
7674,3219267942,三只猫合唱团,广西 南宁,2016-7-25 11:06,1596,4001082902172096,1,0,@@：自己作死，谁也拦不住
7675,2660781103,夏岚轩,四川 成都,2016-7-25 11:00,1596,4001081484297171,1,0,@@：自己负责
7676,1688892235,sksksksktttttt,海外 美国,2016-7-25 10:53,1596,4001079714841973,1,0,@@：我怎么没见老虎跑到长城上去
