序号,Id,昵称,所在地,类型,节点,层级,关注数,粉丝数,Label,Source,Target
1413,1788798157,haohao药瓶,,0,1,1,462,468,haohao药瓶,1788798157,1323527941
1747,3709796930,润包包包包,河北 石家庄,0,1413,2,374,51,润包包包包,3709796930,1788798157
1411,2015768320,HA仍然行云流水,,0,1,1,670,456,HA仍然行云流水,2015768320,1323527941
1410,1756703651,素还真的裤腰带_别点赞了啊好烦,陕西 西安,0,1,1,2191,2649,素还真的裤腰带_别点赞了啊好烦,1756703651,1323527941
1757,3218091957,莲子糕糕,,0,1410,2,519,1488,莲子糕糕,3218091957,1756703651
1762,2305071482,_霄公子_爱日才子素还真,,0,1757,3,279,1889,_霄公子_爱日才子素还真,2305071482,3218091957
1765,2406487680,格雷Earl,云南 昆明,0,1762,4,670,203,格雷Earl,2406487680,2305071482
1764,1730069614,惜明-他化哥哥乃真爱,北京 朝阳区,0,1762,4,153,910,惜明-他化哥哥乃真爱,1730069614,2305071482
1763,1706526521,木云小木,,0,1762,4,899,791,木云小木,1706526521,2305071482
1761,5682844132,水水哒瓜皮窝,湖北,0,1757,3,172,505,水水哒瓜皮窝,5682844132,3218091957
1756,5289357085,洛書的法则,北京 东城区,0,1410,2,334,94,洛書的法则,5289357085,1756703651
1752,5469228723,双秀恩爱无极变,海南 海口,0,1410,2,104,24,双秀恩爱无极变,5469228723,1756703651
1750,2620876603,刺猬悠_醉凰荫_今天练字了吗,福建 漳州,0,1410,2,445,298,刺猬悠_醉凰荫_今天练字了吗,2620876603,1756703651
1749,2946972845,霁佳佳么么哒,福建 漳州,0,1410,2,193,306,霁佳佳么么哒,2946972845,1756703651
1409,1922645683,_哈哈宝宝,,0,1,1,75,60,_哈哈宝宝,1922645683,1323527941
1408,1305307507,大雷人寺方丈,北京 昌平区,0,1,1,160,83,大雷人寺方丈,1305307507,1323527941
1407,1601909247,AndieHe,江苏 泰州,0,1,1,651,93,AndieHe,1601909247,1323527941
1403,5948221809,LittleWinnieishere,湖南 长沙,0,1,1,126,6,LittleWinnieishere,5948221809,1323527941
1402,2869631750,都-爱你,浙江 杭州,0,1,1,426,132,都-爱你,2869631750,1323527941
1400,2864374661,嗯哦啊呀嘿咋哇,辽宁 铁岭,0,1,1,21,123,嗯哦啊呀嘿咋哇,2864374661,1323527941
1397,1661035127,emmyfu,,0,1,1,338,550,emmyfu,1661035127,1323527941
1396,1267232304,luckygigi,上海 徐汇区,0,1,1,86,887,luckygigi,1267232304,1323527941
1769,1373636221,fufu_奔跑,云南 丽江,0,1396,2,601,577,fufu_奔跑,1373636221,1267232304
1772,1760381927,咩咩石,辽宁 沈阳,0,1769,3,239,469,咩咩石,1760381927,1373636221
1771,1765275491,Beijing宋,北京 朝阳区,0,1769,3,67,202,Beijing宋,1765275491,1373636221
1770,1678744787,懶花攻紙萬事屋,,0,1769,3,322,764,懶花攻紙萬事屋,1678744787,1373636221
1394,1964451170,圆脸_梨子ww,,0,1,1,420,780,圆脸_梨子ww,1964451170,1323527941
1392,2475247613,夜末飞雪,,0,1,1,266,381,夜末飞雪,2475247613,1323527941
1390,1825000693,王小强的靠山,广东 深圳,0,1,1,135,372,王小强的靠山,1825000693,1323527941
1388,1771934532,O葩葩O,,0,1,1,314,369,O葩葩O,1771934532,1323527941
1386,2579129730,GleekNo1108,其他,0,1,1,309,353,GleekNo1108,2579129730,1323527941
1773,1227245734,艾一杰,,0,1386,2,370,1312,艾一杰,1227245734,2579129730
1385,2278549245,jianiuniu与牛妈,,0,1,1,90,717,jianiuniu与牛妈,2278549245,1323527941
1384,1903409583,刘国奇,,0,1,1,171,234,刘国奇,1903409583,1323527941
1383,2099587100,木小越Stella,海外 新加坡,0,1,1,248,524,木小越Stella,2099587100,1323527941
1382,2606891417,舔屏能手小揣兜,其他,0,1,1,237,1142,舔屏能手小揣兜,2606891417,1323527941
1381,2253534034,取什么名字好呢_某卡,其他,0,1,1,215,237,取什么名字好呢_某卡,2253534034,1323527941
1380,1572778401,煎蛋煎蛋噢耶,上海 宝山区,0,1,1,589,367,煎蛋煎蛋噢耶,1572778401,1323527941
1377,3082558563,牛牛在努力中,广东 广州,0,1,1,373,32,牛牛在努力中,3082558563,1323527941
1376,5557509203,哼_我都说了不是傲娇,海外 爱尔兰,0,1,1,202,60,哼_我都说了不是傲娇,5557509203,1323527941
1374,2160963405,April-美嘉,湖北 武汉,0,1,1,1064,419,April-美嘉,2160963405,1323527941
1373,3944310794,galaxy_layxi,浙江 宁波,0,1,1,134,675,galaxy_layxi,3944310794,1323527941
1372,5187002921,36经验,四川 成都,0,1,1,65,13,36经验,5187002921,1323527941
1370,2684036750,一只小熊叫云云,吉林 吉林,0,1,1,536,218,一只小熊叫云云,2684036750,1323527941
1369,2554272564,优酷时间,,0,1,1,1379,18912,优酷时间,2554272564,1323527941
1368,5691974176,熊猫喵喵喵吖,其他,0,1,1,165,33,熊猫喵喵喵吖,5691974176,1323527941
1367,5188219902,陈秋文言,,0,1,1,277,1054,陈秋文言,5188219902,1323527941
1366,2786547130,小小小小小小火柴,安徽 滁州,0,1,1,87,22,小小小小小小火柴,2786547130,1323527941
1365,5143637462,Nasuki_,辽宁 大连,0,1,1,286,498,Nasuki_,5143637462,1323527941
1364,1800269302,静静的江南,安徽 合肥,0,1,1,41,1336,静静的江南,1800269302,1323527941
1362,2164724452,猫爷览天下,,0,1,1,1506,1915,猫爷览天下,2164724452,1323527941
1774,1664478654,猫如玉,北京 石景山区,0,1362,2,499,1935,猫如玉,1664478654,2164724452
1361,5699386141,Star_ByeoL,海外 韩国,0,1,1,292,517,Star_ByeoL,5699386141,1323527941
1360,5341453141,得了一看柳俊烈就傻笑的病,海外 其他,0,1,1,342,539,得了一看柳俊烈就傻笑的病,5341453141,1323527941
1359,1821209174,陈末不语的豌豆,江苏 南通,0,1,1,508,925,陈末不语的豌豆,1821209174,1323527941
1357,1829048413,小未arashi,海外,0,1,1,148,164,小未arashi,1829048413,1323527941
1356,5518745315,用户5518745315,,0,1,1,247,14,用户5518745315,5518745315,1323527941
1355,5783245518,我叫图朵朵,山东 济南,0,1,1,1983,7434,我叫图朵朵,5783245518,1323527941
1354,5518745315,用户5518745315,,0,1,1,247,14,用户5518745315,5518745315,1323527941
1353,1033473165,瘾_疒隐,江苏 苏州,0,1,1,101,153,瘾_疒隐,1033473165,1323527941
1352,3128249264,榴榴榴夹心v,江苏 南京,0,1,1,288,455,榴榴榴夹心v,3128249264,1323527941
1351,1401429890,香辣青豆,,0,1,1,750,1313,香辣青豆,1401429890,1323527941
1349,1180680575,月鱼知夜,广东 深圳,0,1,1,228,64,月鱼知夜,1180680575,1323527941
1775,1102608281,不离不弃的肉肉,其他,0,1349,2,106,34,不离不弃的肉肉,1102608281,1180680575
1347,1680533355,席小菁,重庆 南岸区,0,1,1,171,208,席小菁,1680533355,1323527941
1346,5934577998,说殊人,河北 保定,0,1,1,100,16,说殊人,5934577998,1323527941
1345,1874956905,CMCB张然,,0,1,1,961,8344,CMCB张然,1874956905,1323527941
1776,1964538023,万恶的冯老板,辽宁 沈阳,0,1345,2,889,4245,万恶的冯老板,1964538023,1874956905
1344,2327470373,怕小脑残_因为大脑残没救了,其他,0,1,1,114,164,怕小脑残_因为大脑残没救了,2327470373,1323527941
1343,1954790925,美梦无忧,江苏 南京,0,1,1,351,279,美梦无忧,1954790925,1323527941
1342,2011956365,LILI小诺,浙江 衢州,0,1,1,331,525,LILI小诺,2011956365,1323527941
1341,3217477210,吃着果狸唱着歌,北京 东城区,0,1,1,299,1940,吃着果狸唱着歌,3217477210,1323527941
1340,2281330460,URmyStarlight-,其他,0,1,1,622,120,URmyStarlight-,2281330460,1323527941
1339,3523785345,鹤碧池,湖北 武汉,0,1,1,2003,190,鹤碧池,3523785345,1323527941
1338,5021853410,歌粼莉,江苏 镇江,0,1,1,466,160,歌粼莉,5021853410,1323527941
1337,1400149390,楚国大夫,,0,1,1,798,1072,楚国大夫,1400149390,1323527941
1335,1254346995,坎坎和肥肥的麻麻0719,海外 其他,0,1,1,568,513,坎坎和肥肥的麻麻0719,1254346995,1323527941
1334,2731280653,上鱻,北京 海淀区,0,1,1,569,598,上鱻,2731280653,1323527941
1333,1254346995,坎坎和肥肥的麻麻0719,海外 其他,0,1,1,568,513,坎坎和肥肥的麻麻0719,1254346995,1323527941
1332,5303780618,说好的呢爱笑爱生活,四川 绵阳,0,1,1,122,57,说好的呢爱笑爱生活,5303780618,1323527941
1331,3054324355,会看相的兔子,,0,1,1,4670,6030464,会看相的兔子,3054324355,1323527941
1330,1254346995,坎坎和肥肥的麻麻0719,海外 其他,0,1,1,568,513,坎坎和肥肥的麻麻0719,1254346995,1323527941
1329,2645132837,嘛哩嘛哩轰2580,广东 潮州,0,1,1,155,253,嘛哩嘛哩轰2580,2645132837,1323527941
1328,3275820622,AooOO00,江苏 南京,0,1,1,700,205,AooOO00,3275820622,1323527941
1327,5230239213,escape9512,湖北 武汉,0,1,1,98,24,escape9512,5230239213,1323527941
1326,1783988634,T小t是怡y怡,,0,1,1,461,1039,T小t是怡y怡,1783988634,1323527941
1325,3634635771,坏妮子吖,江苏 南京,0,1,1,571,175,坏妮子吖,3634635771,1323527941
1324,3905650001,汐溪浠7777777,上海 杨浦区,0,1,1,1424,1009,汐溪浠7777777,3905650001,1323527941
1323,5633417215,Tinctory峰糖杰娜,广东 广州,0,1,1,471,113,Tinctory峰糖杰娜,5633417215,1323527941
1322,3974643057,欠怼吗大兄弟,北京 朝阳区,0,1,1,214,91,欠怼吗大兄弟,3974643057,1323527941
1321,2731280653,上鱻,北京 海淀区,0,1,1,569,598,上鱻,2731280653,1323527941
1320,1798846503,逍遥的小哎不管,,0,1,1,420,802,逍遥的小哎不管,1798846503,1323527941
1319,5588996715,胡军的么么哒,湖南 长沙,0,1,1,95,173,胡军的么么哒,5588996715,1323527941
1318,3261056640,寻找忍冬的小松鼠,海外,0,1,1,86,182,寻找忍冬的小松鼠,3261056640,1323527941
1777,3261056640,寻找忍冬的小松鼠,海外,0,1318,2,86,182,寻找忍冬的小松鼠,3261056640,3261056640
1317,3089833294,lemon_铭,其他,0,1,1,193,100,lemon_铭,3089833294,1323527941
1316,5940194025,ZHUYATING厚,,0,1,1,135,9,ZHUYATING厚,5940194025,1323527941
1315,2215569787,不断的闯荡就是青春,,0,1,1,454,214,不断的闯荡就是青春,2215569787,1323527941
1314,5936239602,deep溜溜,浙江 绍兴,0,1,1,248,11,deep溜溜,5936239602,1323527941
1313,2126195461,大-臣臣,海外 法国,0,1,1,196,489,大-臣臣,2126195461,1323527941
1312,1766460324,GIRL的LION,上海 青浦区,0,1,1,593,126,GIRL的LION,1766460324,1323527941
1311,2337693112,一个行走,江苏 苏州,0,1,1,268,126,一个行走,2337693112,1323527941
1310,1655695121,镒米米米米阳光,,0,1,1,1138,384,镒米米米米阳光,1655695121,1323527941
1309,1772226650,2嘉1迅,贵州 贵阳,0,1,1,829,695,2嘉1迅,1772226650,1323527941
1308,1237836245,半夏花开荼靡时,,0,1,1,452,1313,半夏花开荼靡时,1237836245,1323527941
1307,1705013532,STAYREAL认真活,北京,0,1,1,71,358,STAYREAL认真活,1705013532,1323527941
1304,2192141063,程小旭代表月亮来地球消灭小星星,北京 丰台区,0,1,1,129,90,程小旭代表月亮来地球消灭小星星,2192141063,1323527941
1303,5321439647,芝士澳澳,四川 成都,0,1,1,92,97,芝士澳澳,5321439647,1323527941
1302,2797223353,林林爱喝旺仔牛奶,,0,1,1,230,390,林林爱喝旺仔牛奶,2797223353,1323527941
1301,1879639285,Im耗马儿,四川 乐山,0,1,1,188,197,Im耗马儿,1879639285,1323527941
1300,1897472337,Y4444XL,广东,0,1,1,201,114,Y4444XL,1897472337,1323527941
1299,5135491583,月影D狼,江苏 无锡,0,1,1,264,62,月影D狼,5135491583,1323527941
1298,2304143902,朕要带你扶摇直上九万里,,0,1,1,200,4718,朕要带你扶摇直上九万里,2304143902,1323527941
1297,3210241432,邹小喵的童话镇,黑龙江 哈尔滨,0,1,1,265,87,邹小喵的童话镇,3210241432,1323527941
1296,1423901702,艾米爱做梦,,0,1,1,720,514,艾米爱做梦,1423901702,1323527941
1295,3695541454,Origin_G,北京 海淀区,0,1,1,246,140,Origin_G,3695541454,1323527941
1778,5585864894,倨于静隅,天津,0,1295,2,94,20,倨于静隅,5585864894,3695541454
1294,5666934106,依之_y11,湖北 宜昌,0,1,1,114,72,依之_y11,5666934106,1323527941
1293,2705792013,哈哈哈哈-猪,四川 泸州,0,1,1,227,81,哈哈哈哈-猪,2705792013,1323527941
1292,2286021621,我爱钟颠颠,其他,0,1,1,408,17,我爱钟颠颠,2286021621,1323527941
1291,1764095975,HugHugeHugh,海外,0,1,1,297,248,HugHugeHugh,1764095975,1323527941
1290,1664783222,禅桂晖记,,0,1,1,758,533,禅桂晖记,1664783222,1323527941
1289,1876470095,Lee-Tuesday,其他,0,1,1,78,33,Lee-Tuesday,1876470095,1323527941
1287,1836865320,Driver陳,福建 南平,0,1,1,743,338,Driver陳,1836865320,1323527941
1286,1220781554,Indrpent,河北 石家庄,0,1,1,177,90,Indrpent,1220781554,1323527941
1285,5014587819,Ivychen宝,江苏 南通,0,1,1,108,13,Ivychen宝,5014587819,1323527941
1284,2338470340,那么请速滚,,0,1,1,886,790,那么请速滚,2338470340,1323527941
1283,3271099170,大蜗牛哈瓦克,北京 朝阳区,0,1,1,486,222,大蜗牛哈瓦克,3271099170,1323527941
1282,2062187733,saint守护,湖北 武汉,0,1,1,1869,63,saint守护,2062187733,1323527941
1281,1077097651,緋児,海外 英国,0,1,1,334,212,緋児,1077097651,1323527941
1280,1688650990,走着唱,广东 深圳,0,1,1,219,470,走着唱,1688650990,1323527941
1279,5057545725,莉莉安_anan,云南 曲靖,0,1,1,150,69,莉莉安_anan,5057545725,1323527941
1278,2934697815,穷得搬砖的蔡有钱乞丐,湖南 长沙,0,1,1,117,427,穷得搬砖的蔡有钱乞丐,2934697815,1323527941
1277,5816713621,糖果猫和大熊猫,其他,0,1,1,62,2,糖果猫和大熊猫,5816713621,1323527941
1275,1595831085,德千措,海外 其他,0,1,1,118,487,德千措,1595831085,1323527941
1274,1883793415,雅典娜的印记-小白,广西 玉林,0,1,1,1125,1025,雅典娜的印记-小白,1883793415,1323527941
1273,2044583590,小熊猫Becky,,0,1,1,530,301,小熊猫Becky,2044583590,1323527941
1272,1986059451,-小尔摩斯zxf,河南 周口,0,1,1,137,119,-小尔摩斯zxf,1986059451,1323527941
1271,1765852823,慢吞吞的鳄鱼君,四川 成都,0,1,1,176,92,慢吞吞的鳄鱼君,1765852823,1323527941
1270,3181095045,火星宝贝刘小欣,黑龙江 哈尔滨,0,1,1,1253,307,火星宝贝刘小欣,3181095045,1323527941
1268,1586597333,Papalalayyyyyy,北京 顺义区,0,1,1,596,304,Papalalayyyyyy,1586597333,1323527941
1267,5022294969,樱井家的包子润_sj,湖北 武汉,0,1,1,160,69,樱井家的包子润_sj,5022294969,1323527941
1266,3185422740,吾家有贤夫---君姓曺,北京 延庆县,0,1,1,245,166,吾家有贤夫---君姓曺,3185422740,1323527941
1265,5656380992,赵嘉敏男朋友_,江苏 无锡,0,1,1,134,1227,赵嘉敏男朋友_,5656380992,1323527941
1264,5112879444,一盘成精的锅包肉,,0,1,1,148,352,一盘成精的锅包肉,5112879444,1323527941
1260,3046410981,Befreedom丶,江苏 南京,0,1,1,84,1301,Befreedom丶,3046410981,1323527941
1259,2872297670,冉宝爱学习,,0,1,1,396,463,冉宝爱学习,2872297670,1323527941
1258,3710968403,墙角的小南瓜你孤芳自赏,广西 南宁,0,1,1,304,43,墙角的小南瓜你孤芳自赏,3710968403,1323527941
1257,5062481215,染扺空,其他,0,1,1,12,11,染扺空,5062481215,1323527941
1256,5852395222,未未199410,,0,1,1,53,2,未未199410,5852395222,1323527941
1254,2311501933,我差不多是只废咩了,,0,1,1,278,669,我差不多是只废咩了,2311501933,1323527941
1253,1784768565,十堰流浪动物--领养代替购买,,0,1,1,462,2507,十堰流浪动物--领养代替购买,1784768565,1323527941
1779,1400194090,投降猫咪,,0,1253,2,2665,2489,投降猫咪,1400194090,1784768565
1252,3853053070,翠米诺西,湖南 长沙,0,1,1,173,172,翠米诺西,3853053070,1323527941
1250,5500602708,0-0颤抖的土拨鼠,河南 洛阳,0,1,1,529,65,0-0颤抖的土拨鼠,5500602708,1323527941
1248,5062590477,Mrzg7,,0,1,1,49,5,Mrzg7,5062590477,1323527941
1246,2262176307,周周周公子joy,,0,1,1,314,906,周周周公子joy,2262176307,1323527941
1244,1995212643,是超人的蘑菇小姐不会飞,,0,1,1,492,1333,是超人的蘑菇小姐不会飞,1995212643,1323527941
1242,2576181047,贝爷说这个能吃,,0,1,1,505,1460,贝爷说这个能吃,2576181047,1323527941
1241,5079967763,12号lixue,广西 钦州,0,1,1,34,10,12号lixue,5079967763,1323527941
1240,1736420510,白哥哥的橘子皮熟透了,,0,1,1,306,195,白哥哥的橘子皮熟透了,1736420510,1323527941
1239,3045710640,请叫我柚子哥吧,北京 朝阳区,0,1,1,464,146,请叫我柚子哥吧,3045710640,1323527941
1238,1231684154,我不是神经病_,,0,1,1,745,741,我不是神经病_,1231684154,1323527941
1237,3637538880,为你锁心1996,天津 河东区,0,1,1,87,39,为你锁心1996,3637538880,1323527941
1236,5125027042,冬天出生的小恶魔,其他,0,1,1,238,50,冬天出生的小恶魔,5125027042,1323527941
1235,5611532236,dddddfffggghhh,其他,0,1,1,21,60,dddddfffggghhh,5611532236,1323527941
1234,2271361864,酷酷的小王子,广东 汕头,0,1,1,985,240,酷酷的小王子,2271361864,1323527941
1233,2271361864,酷酷的小王子,广东 汕头,0,1,1,985,240,酷酷的小王子,2271361864,1323527941
1232,2271361864,酷酷的小王子,广东 汕头,0,1,1,985,240,酷酷的小王子,2271361864,1323527941
1231,1794231164,StonePY,上海 长宁区,0,1,1,662,799,StonePY,1794231164,1323527941
1230,2405963955,_时间搁浅_,其他,0,1,1,282,224,_时间搁浅_,2405963955,1323527941
1229,2271361864,酷酷的小王子,广东 汕头,0,1,1,985,240,酷酷的小王子,2271361864,1323527941
1228,2320161280,cityhunter111,其他,0,1,1,32,20,cityhunter111,2320161280,1323527941
1227,5940012599,_叶梅丹叶梅丹叶梅丹叶梅丹,其他,0,1,1,165,60,_叶梅丹叶梅丹叶梅丹叶梅丹,5940012599,1323527941
1226,5711315516,木咂咂,其他,0,1,1,160,42,木咂咂,5711315516,1323527941
1225,5048327798,不废不立,上海 黄浦区,0,1,1,112,36,不废不立,5048327798,1323527941
1224,2271361864,酷酷的小王子,广东 汕头,0,1,1,985,240,酷酷的小王子,2271361864,1323527941
1223,2260301263,莫扎特别特别特,,0,1,1,119,271,莫扎特别特别特,2260301263,1323527941
1222,1956851097,天涯海角终成梦,,0,1,1,545,1291,天涯海角终成梦,1956851097,1323527941
1221,2425126902,板栗姑娘呵呵哒,广西 河池,0,1,1,700,439,板栗姑娘呵呵哒,2425126902,1323527941
1220,1554185860,大熊海淘,,0,1,1,1047,1970,大熊海淘,1554185860,1323527941
1219,1818925480,J___某,广东 深圳,0,1,1,356,240,J___某,1818925480,1323527941
1218,1791899414,殇梦落繁花,江苏 南京,0,1,1,320,135,殇梦落繁花,1791899414,1323527941
1217,2414814123,诸君_我喜欢萝莉,其他,0,1,1,96,120,诸君_我喜欢萝莉,2414814123,1323527941
1216,5914046629,我真的是丁昊啊,海外 美国,0,1,1,107,20,我真的是丁昊啊,5914046629,1323527941
1215,1863682564,平静的威化饼,内蒙古,0,1,1,458,658,平静的威化饼,1863682564,1323527941
1214,3183391332,平芜尽处是天涯,江苏 南京,0,1,1,71,145,平芜尽处是天涯,3183391332,1323527941
1213,1797163205,nYYYongtory,,0,1,1,1330,356,nYYYongtory,1797163205,1323527941
1212,1534637064,_郁郁郁俪_,,0,1,1,434,535,_郁郁郁俪_,1534637064,1323527941
1211,1934681881,洋咩蔚蔚,山西 太原,0,1,1,1652,581,洋咩蔚蔚,1934681881,1323527941
1210,1607434825,庄二狗带我飞,江苏 常州,0,1,1,339,375,庄二狗带我飞,1607434825,1323527941
1209,5756976955,萌萌哒SHO酱,江苏 无锡,0,1,1,146,8,萌萌哒SHO酱,5756976955,1323527941
1208,2178595950,鱼坚强很顽强,安徽 合肥,0,1,1,192,112,鱼坚强很顽强,2178595950,1323527941
1207,2276584387,兔子波比的小萝卜,山东 东营,0,1,1,123,75,兔子波比的小萝卜,2276584387,1323527941
1206,2639138643,草芥o,其他,0,1,1,111,21,草芥o,2639138643,1323527941
1205,1812076951,请叫欣妞女王陛下TVT,,0,1,1,147,936,请叫欣妞女王陛下TVT,1812076951,1323527941
1204,1768436490,柳柳nuriko,北京,0,1,1,544,367,柳柳nuriko,1768436490,1323527941
1203,3180734112,鹿丶小丶琪,江苏 泰州,0,1,1,189,102,鹿丶小丶琪,3180734112,1323527941
1201,5030895959,Anom_atuyan,其他,0,1,1,84,9,Anom_atuyan,5030895959,1323527941
1199,1971329651,CeKi,海外 其他,0,1,1,56,7224,CeKi,1971329651,1323527941
1198,2083104351,萝莉加双马尾死忠,,0,1,1,355,1253,萝莉加双马尾死忠,2083104351,1323527941
1780,2711732831,KUMA眼神死,广东 深圳,0,1198,2,1044,358,KUMA眼神死,2711732831,2083104351
1197,1891543522,科奕报社,陕西 西安,0,1,1,529,3882,科奕报社,1891543522,1323527941
1196,1974551832,翠竹松柏,,0,1,1,1595,1311,翠竹松柏,1974551832,1323527941
1195,5596880697,七七sunshineglory,,0,1,1,23,22,七七sunshineglory,5596880697,1323527941
1194,5398378769,陌伤--离__KHR,广东 惠州,0,1,1,931,387,陌伤--离__KHR,5398378769,1323527941
1192,2023262105,芒果大脸与桔子小姐,江苏 南京,0,1,1,494,81,芒果大脸与桔子小姐,2023262105,1323527941
1191,1769871222,Rz晨,山东 青岛,0,1,1,1868,429,Rz晨,1769871222,1323527941
1190,2129067491,桔子1977,北京 朝阳区,0,1,1,197,128,桔子1977,2129067491,1323527941
1189,1801984865,权大大的崔小小,四川,0,1,1,76,28,权大大的崔小小,1801984865,1323527941
1188,3993047034,sugarwilliam,江苏 泰州,0,1,1,94,47,sugarwilliam,3993047034,1323527941
1187,5861891498,刘当39083,其他,0,1,1,94,4,刘当39083,5861891498,1323527941
1186,2668902901,蓝天yeson,,0,1,1,84,1988,蓝天yeson,2668902901,1323527941
1185,1181738087,卻锌眼子,其他,0,1,1,105,68,卻锌眼子,1181738087,1323527941
1184,2908745627,babyface小宋宋,海外 西班牙,0,1,1,355,3,babyface小宋宋,2908745627,1323527941
1183,1806754860,小圆YuanYuan,,0,1,1,801,461,小圆YuanYuan,1806754860,1323527941
1182,5045417936,Love_smile2014,江苏 苏州,0,1,1,1247,108,Love_smile2014,5045417936,1323527941
1181,3905293715,内心粗犷的北方汉子,重庆 南岸区,0,1,1,112,145,内心粗犷的北方汉子,3905293715,1323527941
1179,2190997187,蝴蝶的救赎,,0,1,1,2263,1162,蝴蝶的救赎,2190997187,1323527941
1781,1683732854,早樱吹雪,,0,1179,2,211,1581,早樱吹雪,1683732854,2190997187
1177,3002790045,沈水卧时烧,山西 太原,0,1,1,257,92,沈水卧时烧,3002790045,1323527941
1176,3185029494,SSJZHH,,0,1,1,106,50,SSJZHH,3185029494,1323527941
1175,1613809022,姜婧涵,,0,1,1,757,5909,姜婧涵,1613809022,1323527941
1174,5600235850,流觞待月,,0,1,1,59,17,流觞待月,5600235850,1323527941
1173,3511396494,么么哒Agela,其他,0,1,1,2541,10669,么么哒Agela,3511396494,1323527941
1172,3180880087,散落时光回忆,山东 青岛,0,1,1,325,68,散落时光回忆,3180880087,1323527941
1171,5675173570,我是你的小甜兜啊,北京 朝阳区,0,1,1,302,1830,我是你的小甜兜啊,5675173570,1323527941
1170,1402998925,大皮dapi,北京,0,1,1,310,22129,大皮dapi,1402998925,1323527941
1787,2953833595,哥白尼白海棠,云南 昆明,0,1170,2,1849,2445,哥白尼白海棠,2953833595,1402998925
1786,1631688760,最爱小乐子,吉林 长春,0,1170,2,277,225,最爱小乐子,1631688760,1402998925
1785,1744531354,妙语回春310,,0,1170,2,633,244,妙语回春310,1744531354,1402998925
1784,1651381572,李小葱的,,0,1170,2,329,1180,李小葱的,1651381572,1402998925
1783,1886128525,猴米米,,0,1170,2,232,537,猴米米,1886128525,1402998925
1782,1647661583,匪气碎碎,其他,0,1170,2,267,154,匪气碎碎,1647661583,1402998925
1169,1792239347,小怪兽仓仓,北京 东城区,0,1,1,170,248,小怪兽仓仓,1792239347,1323527941
1168,2215157567,塞博坦悟空,浙江 杭州,0,1,1,212,305,塞博坦悟空,2215157567,1323527941
1167,3307959744,奐崊垚朤,北京 朝阳区,0,1,1,428,107,奐崊垚朤,3307959744,1323527941
1788,5591784760,爱着淼儿和小煤球的倩倩粉,四川,0,1167,2,221,148,爱着淼儿和小煤球的倩倩粉,5591784760,3307959744
1166,1894552743,andy脑子起泡了,安徽 宿州,0,1,1,252,223,andy脑子起泡了,1894552743,1323527941
1164,5022515123,Drunkrocker,陕西 延安,0,1,1,72,39,Drunkrocker,5022515123,1323527941
1163,3543384842,LifeInstinct,其他,0,1,1,135,41,LifeInstinct,3543384842,1323527941
1162,5155345714,巴国风云,广东 河源,0,1,1,89,125,巴国风云,5155345714,1323527941
1160,1960367915,泉颖chanllin,其他,0,1,1,102,137,泉颖chanllin,1960367915,1323527941
1159,1943733205,猫小逗是Super逗儿,北京 朝阳区,0,1,1,680,3307,猫小逗是Super逗儿,1943733205,1323527941
1158,1745317424,锦夏是一只疯癫的小鸭子,,0,1,1,405,376,锦夏是一只疯癫的小鸭子,1745317424,1323527941
1789,1154283113,悲慧双修_李梓菲,,0,1158,2,686,1883,悲慧双修_李梓菲,1154283113,1745317424
1157,2684416882,Sukieying,广东 深圳,0,1,1,131,77,Sukieying,2684416882,1323527941
1156,2106349787,恐慌风,重庆 渝中区,0,1,1,421,209,恐慌风,2106349787,1323527941
1155,1530533805,不知道是谁的昵称,海外,0,1,1,570,240,不知道是谁的昵称,1530533805,1323527941
1154,3214408650,蛋蛋若水,,0,1,1,191,100,蛋蛋若水,3214408650,1323527941
1153,2946818965,huaxinhuarui,其他,0,1,1,311,75,huaxinhuarui,2946818965,1323527941
1152,5557341672,任君爽345820,湖南 长沙,0,1,1,180,89,任君爽345820,5557341672,1323527941
1151,5825751731,咪妮16,,0,1,1,50,47,咪妮16,5825751731,1323527941
1150,2210951313,杨chengjin,河南 郑州,0,1,1,425,115,杨chengjin,2210951313,1323527941
1149,1266906673,劳尒she,其他,0,1,1,764,357,劳尒she,1266906673,1323527941
1148,1659170782,rollroll它姐,湖南 长沙,0,1,1,310,952,rollroll它姐,1659170782,1323527941
1146,1694934812,浮生若梦fox,,0,1,1,1175,745,浮生若梦fox,1694934812,1323527941
1145,2282934861,hello_jam,广东 广州,0,1,1,350,19,hello_jam,2282934861,1323527941
1790,1695871897,尚弦粤,广东 广州,0,1145,2,1691,585,尚弦粤,1695871897,2282934861
1144,1779410737,穿越时空的M少女,,0,1,1,392,209,穿越时空的M少女,1779410737,1323527941
1141,3212525505,一颗少女心_微笑,海外 其他,0,1,1,122,73,一颗少女心_微笑,3212525505,1323527941
1139,5936393390,春風十裡不如搞基,海外 英国,0,1,1,50,16,春風十裡不如搞基,5936393390,1323527941
1138,3266015421,奈良有鹿哒,北京 房山区,0,1,1,1565,138,奈良有鹿哒,3266015421,1323527941
1137,5239856177,是的老娘又换网名了,浙江,0,1,1,255,115,是的老娘又换网名了,5239856177,1323527941
1136,1312715147,洒酒为君祭,其他,0,1,1,42,44,洒酒为君祭,1312715147,1323527941
