序号,Id,昵称,所在地,类型,节点,层级,关注数,粉丝数,Label,Source,Target
509,5239872020,爬墙中的深井冰,,1,1,0,96,57,爬墙中的深井冰,5239872020,1323527941
510,2123007664,孙艳琳被占用了,安徽 合肥,1,1,0,183,172,孙艳琳被占用了,2123007664,1323527941
511,3977693659,HjRHjR-,北京 东城区,1,1,0,58,67,HjRHjR-,3977693659,1323527941
512,2815940880,穹妹妹耶,浙江,1,1,0,59,2213,穹妹妹耶,2815940880,1323527941
513,5459370001,啊哈哈哈哈哈哈哈龢龢,,1,1,0,141,30,啊哈哈哈哈哈哈哈龢龢,5459370001,1323527941
514,2533823184,致命深呼吸YY,浙江 嘉兴,1,1,0,216,226,致命深呼吸YY,2533823184,1323527941
515,5024725741,千妹eco,其他,1,1,0,255,34,千妹eco,5024725741,1323527941
516,5330512215,YouTube资源分享,海外 美国,1,1,0,69,134,YouTube资源分享,5330512215,1323527941
517,5777057438,桂源源桂源,,1,1,0,324,95,桂源源桂源,5777057438,1323527941
518,2282218241,王慧琳与你,,1,1,0,747,18498,王慧琳与你,2282218241,1323527941
519,2151434311,_南瓜爱有耳,,1,1,0,188,282,_南瓜爱有耳,2151434311,1323527941
520,2623159747,m阳光依旧明媚m,江苏,1,1,0,192,56,m阳光依旧明媚m,2623159747,1323527941
521,5315305836,当你还是小王嘉尔时,湖北 襄阳,1,1,0,53,12,当你还是小王嘉尔时,5315305836,1323527941
522,3751483773,存在大于合理,其他,1,1,0,66,17,存在大于合理,3751483773,1323527941
523,2123007664,孙艳琳被占用了,安徽 合肥,1,1,0,183,172,孙艳琳被占用了,2123007664,1323527941
524,5881195287,sauce浪味仙儿呀,江苏 苏州,1,1,0,270,269,sauce浪味仙儿呀,5881195287,1323527941
525,1784482614,这个喵七七,福建 厦门,1,1,0,16,34,这个喵七七,1784482614,1323527941
526,5096548434,Ajiao啊姣姣姣,广西 柳州,1,1,0,123,719,Ajiao啊姣姣姣,5096548434,1323527941
527,2533823184,致命深呼吸YY,浙江 嘉兴,1,1,0,216,226,致命深呼吸YY,2533823184,1323527941
528,2346673481,李兴月yo,海外 越南,1,1,0,207,191,李兴月yo,2346673481,1323527941
529,5976293581,可璨,江西,1,1,0,30,3,可璨,5976293581,1323527941
530,5148649508,葬恋丶,江苏 连云港,1,1,0,224,48,葬恋丶,5148649508,1323527941
531,5489905410,洛念棠52346,,1,1,0,82,9,洛念棠52346,5489905410,1323527941
532,5628614714,llllllllllllllllaa,浙江 丽水,1,1,0,100,12,llllllllllllllllaa,5628614714,1323527941
533,5280315287,情迷_j,江苏,1,1,0,353,47,情迷_j,5280315287,1323527941
534,3216881472,浮生若梦相尽欢,,1,1,0,287,181,浮生若梦相尽欢,3216881472,1323527941
535,3443420674,弹雨迷彩虹丶,北京 朝阳区,1,1,0,144,36,弹雨迷彩虹丶,3443420674,1323527941
536,3751483773,存在大于合理,其他,1,1,0,66,17,存在大于合理,3751483773,1323527941
537,1625108512,捏你肉肉小肚子,其他,1,1,0,332,288,捏你肉肉小肚子,1625108512,1323527941
538,3209087530,扶苏-朝与同歌,四川 资阳,1,1,0,218,245,扶苏-朝与同歌,3209087530,1323527941
539,2526353984,小疯子去裸泳,,1,1,0,494,175,小疯子去裸泳,2526353984,1323527941
540,5189487395,猫都不吃糖,其他,1,1,0,37,32,猫都不吃糖,5189487395,1323527941
541,1779138001,徐小萌萌噠,,1,1,0,131,3376,徐小萌萌噠,1779138001,1323527941
542,1957790532,Ann-Miss謝,广东 汕头,1,1,0,279,294,Ann-Miss謝,1957790532,1323527941
543,3693262385,Dinm,江苏 无锡,1,1,0,181,19,Dinm,3693262385,1323527941
544,2355739123,梓含是个得瑟妞,,1,1,0,479,484,梓含是个得瑟妞,2355739123,1323527941
545,2937347627,HUANGXUAN--,其他,1,1,0,137,176,HUANGXUAN--,2937347627,1323527941
546,5019769674,xoxo-Betray,辽宁 大连,1,1,0,266,407,xoxo-Betray,5019769674,1323527941
547,1945653913,江春何时入旧年,其他,1,1,0,55,11,江春何时入旧年,1945653913,1323527941
548,2830566270,伞妃,江苏 常州,1,1,0,65,103,伞妃,2830566270,1323527941
549,3564252232,夜猫爱吃水煮鱼,其他,1,1,0,286,167,夜猫爱吃水煮鱼,3564252232,1323527941
550,1251262091,喜悦Renee,北京,1,1,0,293,1226,喜悦Renee,1251262091,1323527941
551,5976293581,可璨,江西,1,1,0,30,3,可璨,5976293581,1323527941
552,5822079898,小shuYY,广东,1,1,0,351,112,小shuYY,5822079898,1323527941
553,5194202626,朕来微服私访,广东 佛山,1,1,0,116,12,朕来微服私访,5194202626,1323527941
554,1709635992,再搜我四级必挂,北京 宣武区,1,1,0,338,53,再搜我四级必挂,1709635992,1323527941
555,5711444226,欠我一窝小喵咪,广西,1,1,0,128,4,欠我一窝小喵咪,5711444226,1323527941
556,1709635992,再搜我四级必挂,北京 宣武区,1,1,0,338,53,再搜我四级必挂,1709635992,1323527941
557,1010352743,huangshiyu_SY,,1,1,0,140,365,huangshiyu_SY,1010352743,1323527941
558,3876962861,蠢到深处自然萌biubiu,内蒙古 鄂尔多斯,1,1,0,278,205,蠢到深处自然萌biubiu,3876962861,1323527941
559,1338205082,吃饱的牛奶在睡觉,江苏,1,1,0,58,389,吃饱的牛奶在睡觉,1338205082,1323527941
560,1784180743,La-z-yang,四川 阿坝,1,1,0,194,284,La-z-yang,1784180743,1323527941
561,1801535255,Juzo铃屋,江西 鹰潭,1,1,0,170,154,Juzo铃屋,1801535255,1323527941
562,2631842460,董伟_Mahua,湖南 株洲,1,1,0,119,100,董伟_Mahua,2631842460,1323527941
563,1569838585,喵喵7527,广东 深圳,1,1,0,756,319,喵喵7527,1569838585,1323527941
564,3911618198,叫我范二爷呀,北京 东城区,1,1,0,251,47,叫我范二爷呀,3911618198,1323527941
565,5118150282,M-ul_,上海 宝山区,1,1,0,126,309,M-ul_,5118150282,1323527941
566,5194202626,朕来微服私访,广东 佛山,1,1,0,116,12,朕来微服私访,5194202626,1323527941
567,3216881472,浮生若梦相尽欢,,1,1,0,287,181,浮生若梦相尽欢,3216881472,1323527941
568,1892833635,龙哥dxl,,1,1,0,27,4492,龙哥dxl,1892833635,1323527941
569,5024497893,ZiyiLei0723,北京 朝阳区,1,1,0,492,271,ZiyiLei0723,5024497893,1323527941
570,5866402172,奢情妄梦,广东 广州,1,1,0,95,29,奢情妄梦,5866402172,1323527941
571,1976847125,栗子哇晒,,1,1,0,210,692,栗子哇晒,1976847125,1323527941
572,2301866433,我庄严宣誓不干好事,江苏 常州,1,1,0,101,81,我庄严宣誓不干好事,2301866433,1323527941
573,5459709565,琴音superstar,湖北 武汉,1,1,0,865,169,琴音superstar,5459709565,1323527941
574,1709635992,再搜我四级必挂,北京 宣武区,1,1,0,338,53,再搜我四级必挂,1709635992,1323527941
575,5231296582,是小埋哟,四川 成都,1,1,0,244,138,是小埋哟,5231296582,1323527941
576,3198327272,Taiiiiga,其他,1,1,0,381,283,Taiiiiga,3198327272,1323527941
577,5342873305,Albert安思怡,其他,1,1,0,37,286,Albert安思怡,5342873305,1323527941
578,5546184432,乐乐妈x,辽宁 铁岭,1,1,0,49,57,乐乐妈x,5546184432,1323527941
579,5194202626,朕来微服私访,广东 佛山,1,1,0,116,12,朕来微服私访,5194202626,1323527941
580,5711444226,欠我一窝小喵咪,广西,1,1,0,128,4,欠我一窝小喵咪,5711444226,1323527941
581,1769457295,给我一粒鸡排妹lli,上海 黄浦区,1,1,0,310,322,给我一粒鸡排妹lli,1769457295,1323527941
582,2052654614,你胖掉的好盆友,江苏 南京,1,1,0,84,103,你胖掉的好盆友,2052654614,1323527941
583,2373962604,清风静若,安徽 淮南,1,1,0,53,127,清风静若,2373962604,1323527941
584,2729123535,仨小猪猪,广东 深圳,1,1,0,19,18,仨小猪猪,2729123535,1323527941
585,3814509655,斯伊2013,北京 朝阳区,1,1,0,59,46,斯伊2013,3814509655,1323527941
586,2694571314,STaunchaaa,湖南 株洲,1,1,0,171,76,STaunchaaa,2694571314,1323527941
587,2001687920,是偏执狂----,四川 成都,1,1,0,128,343,是偏执狂----,2001687920,1323527941
588,2373962604,清风静若,安徽 淮南,1,1,0,53,127,清风静若,2373962604,1323527941
589,2526353984,小疯子去裸泳,,1,1,0,494,175,小疯子去裸泳,2526353984,1323527941
590,2848691133,吃麦片的鱼,,1,1,0,274,1306,吃麦片的鱼,2848691133,1323527941
591,5536862738,jin锺流年,其他,1,1,0,35,47,jin锺流年,5536862738,1323527941
592,2006153141,Forbiddenaffair,其他,1,1,0,517,309,Forbiddenaffair,2006153141,1323527941
593,2690224407,用户lzhdqreck3,其他,1,1,0,47,3,用户lzhdqreck3,2690224407,1323527941
594,5653221625,honey油瓶,,1,1,0,304,22,honey油瓶,5653221625,1323527941
595,5058905012,哈尼啊Honey,黑龙江 牡丹江,1,1,0,68,46,哈尼啊Honey,5058905012,1323527941
596,3814509655,斯伊2013,北京 朝阳区,1,1,0,59,46,斯伊2013,3814509655,1323527941
597,2182858164,plhua_,广东 汕头,1,1,0,78,139,plhua_,2182858164,1323527941
598,2850074013,Uki-杨宇生,吉林 延边朝鲜族自治州,1,1,0,128,5454,Uki-杨宇生,2850074013,1323527941
599,2607070395,你唾弃我的坟墓f,内蒙古 包头,1,1,0,308,141,你唾弃我的坟墓f,2607070395,1323527941
600,2173352444,万恶糖球,,1,1,0,105,13,万恶糖球,2173352444,1323527941
601,5116766585,黑妞与卷卷的美好生活,陕西 西安,1,1,0,77,30,黑妞与卷卷的美好生活,5116766585,1323527941
602,5285861770,大堡娇,陕西 西安,1,1,0,180,215,大堡娇,5285861770,1323527941
603,1947066701,JustSeunghyun,北京,1,1,0,51,54,JustSeunghyun,1947066701,1323527941
604,5503249589,一个萌萌哒痴汉,,1,1,0,97,8,一个萌萌哒痴汉,5503249589,1323527941
605,2405601723,阿may菇凉,广东,1,1,0,28,22,阿may菇凉,2405601723,1323527941
606,5647293174,zyx_whatUneed,江苏 南京,1,1,0,109,1408,zyx_whatUneed,5647293174,1323527941
607,2732283571,帥禎okAy,海外 其他,1,1,0,2011,123,帥禎okAy,2732283571,1323527941
608,2238877001,yummybbbb,海外,1,1,0,416,269,yummybbbb,2238877001,1323527941
609,2137451887,李大佩的兔子,,1,1,0,457,585,李大佩的兔子,2137451887,1323527941
610,5703209689,各种密码记不住星人,河北 石家庄,1,1,0,67,6,各种密码记不住星人,5703209689,1323527941
611,5485004102,萘凉以默,其他,1,1,0,23,4,萘凉以默,5485004102,1323527941
612,5600447018,二丫Orz,广西 北海,1,1,0,84,174,二丫Orz,5600447018,1323527941
613,5627978715,战斗狂不是我还有谁,江苏 南京,1,1,0,41,10,战斗狂不是我还有谁,5627978715,1323527941
614,2625594833,帅气的三石先生,四川 遂宁,1,1,0,193,88,帅气的三石先生,2625594833,1323527941
615,3814509655,斯伊2013,北京 朝阳区,1,1,0,59,46,斯伊2013,3814509655,1323527941
616,1816852394,讨厌牛奶的小琪琪,江苏 苏州,1,1,0,346,155,讨厌牛奶的小琪琪,1816852394,1323527941
617,2390034381,0818权先森,其他,1,1,0,157,122,0818权先森,2390034381,1323527941
618,5317795535,zh_弓长木木夕芸,北京,1,1,0,127,64,zh_弓长木木夕芸,5317795535,1323527941
619,2102275733,sy_TMX,,1,1,0,263,275,sy_TMX,2102275733,1323527941
620,1888405823,KOUZILINN,福建 泉州,1,1,0,244,463,KOUZILINN,1888405823,1323527941
621,3814509655,斯伊2013,北京 朝阳区,1,1,0,59,46,斯伊2013,3814509655,1323527941
622,1570351392,伊兰丶布,重庆 九龙坡区,1,1,0,438,194,伊兰丶布,1570351392,1323527941
623,5585609565,小饭团ki,海外 其他,1,1,0,39,24,小饭团ki,5585609565,1323527941
624,1947066701,JustSeunghyun,北京,1,1,0,51,54,JustSeunghyun,1947066701,1323527941
625,5335203333,LuuuuuuuuToT,浙江 金华,1,1,0,352,39,LuuuuuuuuToT,5335203333,1323527941
626,5970225439,炫灿520,浙江 衢州,1,1,0,22,11,炫灿520,5970225439,1323527941
627,3904906563,独家记忆Jccc,其他,1,1,0,134,21,独家记忆Jccc,3904906563,1323527941
628,3205186392,能用武力解决的问题都不是问题,山东,1,1,0,78,154,能用武力解决的问题都不是问题,3205186392,1323527941
629,1936973611,4bee,其他,1,1,0,493,742,4bee,1936973611,1323527941
630,5304210570,Anne_薛斯羽,河北 唐山,1,1,0,386,188,Anne_薛斯羽,5304210570,1323527941
631,5533739131,姑娘Sanee,山西 临汾,1,1,0,46,59,姑娘Sanee,5533739131,1323527941
632,1947066701,JustSeunghyun,北京,1,1,0,51,54,JustSeunghyun,1947066701,1323527941
633,1059356423,我是铭宝宝,湖北 武汉,1,1,0,301,307,我是铭宝宝,1059356423,1323527941
634,2351707124,坎第斯WWeiBBoo,上海 徐汇区,1,1,0,290,898,坎第斯WWeiBBoo,2351707124,1323527941
635,5466103925,zzzzzzzzz1zzzzzzzzzzzzzzzzz,其他,1,1,0,27,1671,zzzzzzzzz1zzzzzzzzzzzzzzzzz,5466103925,1323527941
636,2850074013,Uki-杨宇生,吉林 延边朝鲜族自治州,1,1,0,128,5454,Uki-杨宇生,2850074013,1323527941
637,1800205310,倪阳xi,上海 宝山区,1,1,0,262,14,倪阳xi,1800205310,1323527941
638,1229049145,棉花糖的夏天8,内蒙古 呼伦贝尔,1,1,0,398,134,棉花糖的夏天8,1229049145,1323527941
639,1812973675,右右的地盘,山西 太原,1,1,0,195,581,右右的地盘,1812973675,1323527941
640,1687135492,蜜汁爱国的文靜東,广西 南宁,1,1,0,72,209,蜜汁爱国的文靜東,1687135492,1323527941
641,5362358846,_多远,山西 晋中,1,1,0,186,207,_多远,5362358846,1323527941
642,1947066701,JustSeunghyun,北京,1,1,0,51,54,JustSeunghyun,1947066701,1323527941
643,1947066701,JustSeunghyun,北京,1,1,0,51,54,JustSeunghyun,1947066701,1323527941
644,1890895244,敲碎舊時光,,1,1,0,565,1145,敲碎舊時光,1890895244,1323527941
645,5459276242,好运来呢好运来,河南,1,1,0,323,83,好运来呢好运来,5459276242,1323527941
646,3989690200,听说_大海的蓝是海豚的思念,浙江 绍兴,1,1,0,211,1128,听说_大海的蓝是海豚的思念,3989690200,1323527941
647,1742925385,kkkkkkfy,四川 成都,1,1,0,228,344,kkkkkkfy,1742925385,1323527941
648,5116766585,黑妞与卷卷的美好生活,陕西 西安,1,1,0,77,30,黑妞与卷卷的美好生活,5116766585,1323527941
649,1748950622,Filiciousss-,河北 廊坊,1,1,0,341,323,Filiciousss-,1748950622,1323527941
650,2156521787,Jamie橘子,江苏 无锡,1,1,0,500,210,Jamie橘子,2156521787,1323527941
651,1780059552,姐是直肠子,,1,1,0,726,695,姐是直肠子,1780059552,1323527941
652,2616088385,火星来的张英俊,四川 成都,1,1,0,62,39,火星来的张英俊,2616088385,1323527941
653,1860223324,咩咩纯-sky,广东 潮州,1,1,0,265,131,咩咩纯-sky,1860223324,1323527941
654,5341614137,帮美智子和ike搞个大新闻,其他,1,1,0,99,50,帮美智子和ike搞个大新闻,5341614137,1323527941
655,5468250483,吴者珺心捕鲸人,安徽 黄山,1,1,0,179,18,吴者珺心捕鲸人,5468250483,1323527941
656,2013457502,多唻大脸猫,海外,1,1,0,135,46,多唻大脸猫,2013457502,1323527941
657,1760786382,乖0_0吖頭,黑龙江 牡丹江,1,1,0,202,62,乖0_0吖頭,1760786382,1323527941
658,5136563845,我是学渣我光荣i,河南 开封,1,1,0,339,14,我是学渣我光荣i,5136563845,1323527941
659,2964785321,panmaomao_,江苏 无锡,1,1,0,213,115,panmaomao_,2964785321,1323527941
660,5481836540,郑家小仙女ovo,其他,1,1,0,231,26,郑家小仙女ovo,5481836540,1323527941
661,3110230563,元宝大人这名字谁给我取了,其他,1,1,0,564,153,元宝大人这名字谁给我取了,3110230563,1323527941
662,1947066701,JustSeunghyun,北京,1,1,0,51,54,JustSeunghyun,1947066701,1323527941
663,5335203333,LuuuuuuuuToT,浙江 金华,1,1,0,352,39,LuuuuuuuuToT,5335203333,1323527941
664,2396775897,ShirleyYang91,其他,1,1,0,96,226,ShirleyYang91,2396775897,1323527941
665,3751483773,存在大于合理,其他,1,1,0,66,17,存在大于合理,3751483773,1323527941
666,2609967407,精分的吃瓜群众,,1,1,0,233,899,精分的吃瓜群众,2609967407,1323527941
667,1462575522,我走出了重重森林,其他,1,1,0,113,16,我走出了重重森林,1462575522,1323527941
668,2640975253,迷恋桃子2011,浙江 杭州,1,1,0,51,78,迷恋桃子2011,2640975253,1323527941
669,2242635613,泡一朵菊花,四川 德阳,1,1,0,42,40,泡一朵菊花,2242635613,1323527941
670,5341614137,帮美智子和ike搞个大新闻,其他,1,1,0,99,50,帮美智子和ike搞个大新闻,5341614137,1323527941
671,3721286965,x猫和老鼠,广东 揭阳,1,1,0,24,32,x猫和老鼠,3721286965,1323527941
672,2843800430,二少小黄机,,1,1,0,298,92,二少小黄机,2843800430,1323527941
673,1883000724,卖籹孩的小火喍,,1,1,0,379,304,卖籹孩的小火喍,1883000724,1323527941
674,5098172964,树啊1,广西 河池,1,1,0,39,32,树啊1,5098172964,1323527941
675,5239523139,秒biubiu,其他,1,1,0,49,97,秒biubiu,5239523139,1323527941
676,5749806357,魏欢Aa,广东 广州,1,1,0,100,32,魏欢Aa,5749806357,1323527941
677,3530143840,thanksformang,北京 东城区,1,1,0,162,96,thanksformang,3530143840,1323527941
678,5259663946,他一定很爱你in,湖北 鄂州,1,1,0,254,55,他一定很爱你in,5259663946,1323527941
679,5352617312,没钱还爱现,江苏 南通,1,1,0,76,4,没钱还爱现,5352617312,1323527941
680,1951660015,弘C_,辽宁,1,1,0,125,158,弘C_,1951660015,1323527941
681,1853896870,高冷xiao姐姐,安徽 马鞍山,1,1,0,306,256,高冷xiao姐姐,1853896870,1323527941
682,5253329144,逆鳞904,,1,1,0,106,20,逆鳞904,5253329144,1323527941
683,2950650521,来一根青椒吗,北京,1,1,0,161,203,来一根青椒吗,2950650521,1323527941
684,2483588364,能不能叫我徐大师,安徽 合肥,1,1,0,169,232,能不能叫我徐大师,2483588364,1323527941
685,1768048232,醉爱卡洛琳,江苏 无锡,1,1,0,174,181,醉爱卡洛琳,1768048232,1323527941
686,1748950622,Filiciousss-,河北 廊坊,1,1,0,341,323,Filiciousss-,1748950622,1323527941
687,2526353984,小疯子去裸泳,,1,1,0,494,175,小疯子去裸泳,2526353984,1323527941
688,2648741882,宇佐見灯里,海外 日本,1,1,0,238,325,宇佐見灯里,2648741882,1323527941
689,5253329144,逆鳞904,,1,1,0,106,20,逆鳞904,5253329144,1323527941
690,1877126055,AlbaLoo,其他,1,1,0,176,372,AlbaLoo,1877126055,1323527941
691,5898122350,无脊椎毛毛虫,,1,1,0,47,2,无脊椎毛毛虫,5898122350,1323527941
692,5620770147,二哥199543,四川 成都,1,1,0,786,53,二哥199543,5620770147,1323527941
693,1796711474,圆滚滚菌,北京,1,1,0,138,78,圆滚滚菌,1796711474,1323527941
694,2853243965,宋婉逸_pcy,湖南 长沙,1,1,0,193,264,宋婉逸_pcy,2853243965,1323527941
695,1992142447,一个略略略略略矫情的小号,江苏 淮安,1,1,0,214,143,一个略略略略略矫情的小号,1992142447,1323527941
696,1921559533,小亲亲亲亲亲爱的,辽宁,1,1,0,156,196,小亲亲亲亲亲爱的,1921559533,1323527941
697,2799362793,鲍勃滴泰迪熊,黑龙江,1,1,0,87,10,鲍勃滴泰迪熊,2799362793,1323527941
698,2890864314,-昵称长了懒得看看不出几个意思-,重庆,1,1,0,334,33,-昵称长了懒得看看不出几个意思-,2890864314,1323527941
699,5253329144,逆鳞904,,1,1,0,106,20,逆鳞904,5253329144,1323527941
700,5341614137,帮美智子和ike搞个大新闻,其他,1,1,0,99,50,帮美智子和ike搞个大新闻,5341614137,1323527941
701,2525384303,少女vitality,湖北,1,1,0,27,41,少女vitality,2525384303,1323527941
702,2310254905,壮壮的铲屎官,河南 洛阳,1,1,0,15,19,壮壮的铲屎官,2310254905,1323527941
703,1781851981,谁用我狼儿的名字了,,1,1,0,165,261,谁用我狼儿的名字了,1781851981,1323527941
704,2324654154,一个丸子头_,,1,1,0,187,344,一个丸子头_,2324654154,1323527941
705,5620770147,二哥199543,四川 成都,1,1,0,786,53,二哥199543,5620770147,1323527941
706,3749915212,豆豆你脸上的褶子我来给你捋平,新疆 乌鲁木齐,1,1,0,49,94,豆豆你脸上的褶子我来给你捋平,3749915212,1323527941
707,2740995965,喻喻kkw细水长流,江苏,1,1,0,240,70,喻喻kkw细水长流,2740995965,1323527941
708,3464251502,初八麻麻,北京 朝阳区,1,1,0,65,75,初八麻麻,3464251502,1323527941
709,5116766585,黑妞与卷卷的美好生活,陕西 西安,1,1,0,77,30,黑妞与卷卷的美好生活,5116766585,1323527941
710,2526353984,小疯子去裸泳,,1,1,0,494,175,小疯子去裸泳,2526353984,1323527941
711,2812527022,为梦想加冕皇冠c,上海 卢湾区,1,1,0,77,10,为梦想加冕皇冠c,2812527022,1323527941
712,1954932691,爱吐槽的Aileen,上海,1,1,0,121,227,爱吐槽的Aileen,1954932691,1323527941
713,5244145603,wuli崔胜贤GD啊,河南 洛阳,1,1,0,78,25,wuli崔胜贤GD啊,5244145603,1323527941
714,1213625420,困貓貓,,1,1,0,745,4272,困貓貓,1213625420,1323527941
715,5118070933,仙女味的体臭,海外 其他,1,1,0,108,22,仙女味的体臭,5118070933,1323527941
716,5894694621,斑斑家的闺女儿,北京 东城区,1,1,0,416,113,斑斑家的闺女儿,5894694621,1323527941
717,2526353984,小疯子去裸泳,,1,1,0,494,175,小疯子去裸泳,2526353984,1323527941
718,3177097981,我是郑容和的妹妹郑容加,,1,1,0,467,217,我是郑容和的妹妹郑容加,3177097981,1323527941
719,5574051382,rerrrrrrrrrt43,江苏 南通,1,1,0,16,1,rerrrrrrrrrt43,5574051382,1323527941
720,2972380700,我的左边是2b,湖北 武汉,1,1,0,73,61,我的左边是2b,2972380700,1323527941
721,2153301807,梦醒时分的歌,,1,1,0,323,567,梦醒时分的歌,2153301807,1323527941
722,3751483773,存在大于合理,其他,1,1,0,66,17,存在大于合理,3751483773,1323527941
723,2689804731,伊丽西亚,江苏 苏州,1,1,0,209,101,伊丽西亚,2689804731,1323527941
724,2799362793,鲍勃滴泰迪熊,黑龙江,1,1,0,87,10,鲍勃滴泰迪熊,2799362793,1323527941
725,5672517811,ANANTASIA,浙江,1,1,0,70,15,ANANTASIA,5672517811,1323527941
726,3075678315,_快窒息的薯片,广东 广州,1,1,0,194,131,_快窒息的薯片,3075678315,1323527941
727,5249638261,菲叔叔呀,江苏 苏州,1,1,0,118,298,菲叔叔呀,5249638261,1323527941
728,2203698351,不如你笑一个吧,广东 广州,1,1,0,330,256,不如你笑一个吧,2203698351,1323527941
729,2160397593,Elena小恢恢,安徽 马鞍山,1,1,0,286,378,Elena小恢恢,2160397593,1323527941
730,5162895396,唯美盛开灬,广东 茂名,1,1,0,183,135,唯美盛开灬,5162895396,1323527941
731,5713422446,善良的小乔巴,,1,1,0,21,4,善良的小乔巴,5713422446,1323527941
732,2691904973,彼岸花開_萱,河北 石家庄,1,1,0,105,136,彼岸花開_萱,2691904973,1323527941
733,1793746807,谁的宝宝这么乖啊,黑龙江 哈尔滨,1,1,0,859,946,谁的宝宝这么乖啊,1793746807,1323527941
734,5273381990,小小的镇_大大的城,广东 深圳,1,1,0,85,24,小小的镇_大大的城,5273381990,1323527941
735,5396526592,狸狸_离不开,安徽 铜陵,1,1,0,52,10,狸狸_离不开,5396526592,1323527941
736,3075678315,_快窒息的薯片,广东 广州,1,1,0,194,131,_快窒息的薯片,3075678315,1323527941
737,2799362793,鲍勃滴泰迪熊,黑龙江,1,1,0,87,10,鲍勃滴泰迪熊,2799362793,1323527941
738,1577043641,我这个标准答案,广东 河源,1,1,0,93,113,我这个标准答案,1577043641,1323527941
739,1634351175,Matthio,,1,1,0,218,484,Matthio,1634351175,1323527941
740,5593614202,许国再难许卿,澳门,1,1,0,58,11,许国再难许卿,5593614202,1323527941
741,5659311598,-Mole丶,广东 深圳,1,1,0,5,15,-Mole丶,5659311598,1323527941
742,5659311598,-Mole丶,广东 深圳,1,1,0,5,15,-Mole丶,5659311598,1323527941
743,1849967727,菠萝是一只小黄鸭,山西,1,1,0,344,239,菠萝是一只小黄鸭,1849967727,1323527941
744,5634838871,用户563483887,,1,1,0,7,1,用户563483887,5634838871,1323527941
745,5311201566,世勋首席迷妹,重庆,1,1,0,173,6,世勋首席迷妹,5311201566,1323527941
746,5752058869,雪雨香花,,1,1,0,30,44,雪雨香花,5752058869,1323527941
747,2290453077,怪人友QAQ,山西,1,1,0,150,282,怪人友QAQ,2290453077,1323527941
748,5174892155,Ghost丶Kevin,其他,1,1,0,179,36,Ghost丶Kevin,5174892155,1323527941
749,5699706694,-眼角有颗痣-,江西 赣州,1,1,0,302,82,-眼角有颗痣-,5699706694,1323527941
750,3414281160,amayyaa,广东 广州,1,1,0,150,179,amayyaa,3414281160,1323527941
751,5308407371,yjt456,其他,1,1,0,81,29,yjt456,5308407371,1323527941
752,2686848801,_EdisoN_90,,1,1,0,710,1024,_EdisoN_90,2686848801,1323527941
753,3551476370,我是你基民哥,安徽 淮北,1,1,0,175,1069,我是你基民哥,3551476370,1323527941
754,2662325870,鸡涌的眼线,山西,1,1,0,81,54,鸡涌的眼线,2662325870,1323527941
755,2799362793,鲍勃滴泰迪熊,黑龙江,1,1,0,87,10,鲍勃滴泰迪熊,2799362793,1323527941
756,3123870653,RosemaryAndCherry,海外,1,1,0,56,116,RosemaryAndCherry,3123870653,1323527941
757,3179108745,圈子扒影,,1,1,0,492,19746,圈子扒影,3179108745,1323527941
758,2803486580,海中的翅膀,河北 唐山,1,1,0,65,37,海中的翅膀,2803486580,1323527941
759,5620770147,二哥199543,四川 成都,1,1,0,786,53,二哥199543,5620770147,1323527941
760,2083967075,凉凉要失业了,湖南 长沙,1,1,0,90,96,凉凉要失业了,2083967075,1323527941
761,1749871621,八卦在跳舞,广东 肇庆,1,1,0,137,277,八卦在跳舞,1749871621,1323527941
762,2799362793,鲍勃滴泰迪熊,黑龙江,1,1,0,87,10,鲍勃滴泰迪熊,2799362793,1323527941
763,2916202610,__Aysha,安徽 黄山,1,1,0,77,102,__Aysha,2916202610,1323527941
764,5878811562,Curtian5,,1,1,0,28,8,Curtian5,5878811562,1323527941
765,3877831177,卖懵魔尔,江苏 南通,1,1,0,121,116,卖懵魔尔,3877831177,1323527941
766,2280419713,煜子花园,广西 南宁,1,1,0,113,26,煜子花园,2280419713,1323527941
767,5984038781,狼人0618,陕西 商洛,1,1,0,284,24,狼人0618,5984038781,1323527941
768,1921559533,小亲亲亲亲亲爱的,辽宁,1,1,0,156,196,小亲亲亲亲亲爱的,1921559533,1323527941
769,2799362793,鲍勃滴泰迪熊,黑龙江,1,1,0,87,10,鲍勃滴泰迪熊,2799362793,1323527941
770,1919965261,回眸一笑百草枯key,北京,1,1,0,165,26,回眸一笑百草枯key,1919965261,1323527941
771,3887279436,明樓哥的影子,海外 新加坡,1,1,0,130,97,明樓哥的影子,3887279436,1323527941
772,5620770147,二哥199543,四川 成都,1,1,0,786,53,二哥199543,5620770147,1323527941
773,3753031991,柳家筱娴爱玉米,湖北 武汉,1,1,0,57,65,柳家筱娴爱玉米,3753031991,1323527941
774,1698338055,古美门-小菊,,1,1,0,222,569,古美门-小菊,1698338055,1323527941
775,5367063200,笨小孩ZLYYY,湖北 武汉,1,1,0,142,70,笨小孩ZLYYY,5367063200,1323527941
776,2819979985,半熟灬Girl,江苏 南通,1,1,0,150,68,半熟灬Girl,2819979985,1323527941
777,5867812292,羊驼飞,辽宁 抚顺,1,1,0,75,28,羊驼飞,5867812292,1323527941
