序号,Id,昵称,所在地,类型,节点,层级,关注数,粉丝数,Label,Source,Target
1,1764676431,小故事集锦,重庆 渝北区,1,1,0,464,374,小故事集锦,1764676431,1323527941
2,3065288281,KOKKINAKIS,,1,1,0,193,806,KOKKINAKIS,3065288281,1323527941
3,2423628432,睿者雄风,浙江 杭州,1,1,0,414,186,睿者雄风,2423628432,1323527941
4,1899600043,侑希子,海外 其他,1,1,0,394,543,侑希子,1899600043,1323527941
5,1731605590,JongKey_Bia,广东 惠州,1,1,0,170,401,JongKey_Bia,1731605590,1323527941
6,1297946645,墨蒅_飞殇,,1,1,0,403,1148,墨蒅_飞殇,1297946645,1323527941
7,1739278672,CaNdY_小易,,1,1,0,725,503,CaNdY_小易,1739278672,1323527941
8,3124024393,喂你含笑半步癫,江苏 宿迁,1,1,0,194,142,喂你含笑半步癫,3124024393,1323527941
9,2880329290,会飞的发光兔子,四川 成都,1,1,0,213,192,会飞的发光兔子,2880329290,1323527941
10,2973549465,醉卧云端笑人间_,北京,1,1,0,206,340,醉卧云端笑人间_,2973549465,1323527941
11,5600447018,二丫Orz,广西 北海,1,1,0,84,174,二丫Orz,5600447018,1323527941
12,2318486812,天与山的彼端,浙江,1,1,0,580,12,天与山的彼端,2318486812,1323527941
13,5600447018,二丫Orz,广西 北海,1,1,0,84,174,二丫Orz,5600447018,1323527941
14,3319857822,天舞沙,其他,1,1,0,527,162,天舞沙,3319857822,1323527941
15,2377456682,独家记忆0124,浙江,1,1,0,300,63,独家记忆0124,2377456682,1323527941
16,3319658124,Minoz-芮麟,广东 东莞,1,1,0,89,90,Minoz-芮麟,3319658124,1323527941
17,5984861444,黑暗角落漫无止境,海外 其他,1,1,0,0,2,黑暗角落漫无止境,5984861444,1323527941
18,5396170991,妖婆婆1992,河北 保定,1,1,0,484,98,妖婆婆1992,5396170991,1323527941
19,2247953422,海阔童鞋,福建 泉州,1,1,0,62,28,海阔童鞋,2247953422,1323527941
20,2739748975,二囧3,山东 滨州,1,1,0,191,26,二囧3,2739748975,1323527941
21,1823762717,ChristinaWang圆圈,北京 东城区,1,1,0,476,2231,ChristinaWang圆圈,1823762717,1323527941
22,5320148566,一只大盆子,其他,1,1,0,95,21,一只大盆子,5320148566,1323527941
23,5340452675,用自己喜欢的方式活着,河南 驻马店,1,1,0,141,58,用自己喜欢的方式活着,5340452675,1323527941
24,1823762717,ChristinaWang圆圈,北京 东城区,1,1,0,476,2231,ChristinaWang圆圈,1823762717,1323527941
25,5292423247,瑞瑞2371,,1,1,0,265,29,瑞瑞2371,5292423247,1323527941
26,2811969751,NiniFan_i,其他,1,1,0,370,247,NiniFan_i,2811969751,1323527941
27,5984861444,黑暗角落漫无止境,海外 其他,1,1,0,0,2,黑暗角落漫无止境,5984861444,1323527941
28,5320148566,一只大盆子,其他,1,1,0,95,21,一只大盆子,5320148566,1323527941
29,5646240169,向阳生长5646240169,,1,1,0,37,5,向阳生长5646240169,5646240169,1323527941
30,5436113256,图图小仙女哈,浙江 金华,1,1,0,89,1700,图图小仙女哈,5436113256,1323527941
31,1787360624,DearZhang张,香港 其他,1,1,0,346,1203,DearZhang张,1787360624,1323527941
32,5727121912,real__yxx,湖南 长沙,1,1,0,67,9,real__yxx,5727121912,1323527941
33,1841724765,一直漂流的鹰,,1,1,0,85,25,一直漂流的鹰,1841724765,1323527941
34,2783985635,Reagan_L-G,山西,1,1,0,38,73,Reagan_L-G,2783985635,1323527941
35,3194621927,暴走的中哥,山东 烟台,1,1,0,89,89,暴走的中哥,3194621927,1323527941
36,1815409275,大风刮成狮子头omg,北京,1,1,0,108,185,大风刮成狮子头omg,1815409275,1323527941
37,2601028241,WO方凯丽,广东,1,1,0,192,133,WO方凯丽,2601028241,1323527941
38,2219607124,紫薯玉米红豆糕,安徽 滁州,1,1,0,219,377,紫薯玉米红豆糕,2219607124,1323527941
39,5653386010,peakaboooo,上海 黄浦区,1,1,0,183,18,peakaboooo,5653386010,1323527941
40,5864122548,魚魚魚魚魚魚魚樂i,北京,1,1,0,165,46,魚魚魚魚魚魚魚樂i,5864122548,1323527941
41,3300954207,全是憧憬丶,海南 其他,1,1,0,71,15,全是憧憬丶,3300954207,1323527941
42,2084510403,萌萌哒不再迟到了,北京 东城区,1,1,0,355,197,萌萌哒不再迟到了,2084510403,1323527941
43,5247422764,瑞士糖甜得掉牙,安徽 合肥,1,1,0,54,31,瑞士糖甜得掉牙,5247422764,1323527941
44,2765205001,林2指尖的音符,河北 廊坊,1,1,0,118,114,林2指尖的音符,2765205001,1323527941
45,1995070903,丶陈少锋,浙江 绍兴,1,1,0,409,37,丶陈少锋,1995070903,1323527941
46,1643418583,我不是沒有故事的喵小姐,辽宁 沈阳,1,1,0,565,473,我不是沒有故事的喵小姐,1643418583,1323527941
47,3300954207,全是憧憬丶,海南 其他,1,1,0,71,15,全是憧憬丶,3300954207,1323527941
48,1199493074,甜小姑,北京 海淀区,1,1,0,217,131,甜小姑,1199493074,1323527941
49,2783985635,Reagan_L-G,山西,1,1,0,38,73,Reagan_L-G,2783985635,1323527941
50,2913508800,爱花菜的菜花,北京 东城区,1,1,0,735,102,爱花菜的菜花,2913508800,1323527941
51,3160046502,南瓜南瓜z,,1,1,0,142,906,南瓜南瓜z,3160046502,1323527941
52,3300954207,全是憧憬丶,海南 其他,1,1,0,71,15,全是憧憬丶,3300954207,1323527941
53,2084510403,萌萌哒不再迟到了,北京 东城区,1,1,0,355,197,萌萌哒不再迟到了,2084510403,1323527941
54,2783985635,Reagan_L-G,山西,1,1,0,38,73,Reagan_L-G,2783985635,1323527941
55,1841075467,傻傻洛小一,,1,1,0,304,1146,傻傻洛小一,1841075467,1323527941
56,5533836051,温眉少女,其他,1,1,0,183,38,温眉少女,5533836051,1323527941
57,2276561767,武安土特産代购,河北 邯郸,1,1,0,143,102,武安土特産代购,2276561767,1323527941
58,3142609881,姽婳金,江西,1,1,0,97,46,姽婳金,3142609881,1323527941
59,2783985635,Reagan_L-G,山西,1,1,0,38,73,Reagan_L-G,2783985635,1323527941
60,1686431752,TJYR,北京 东城区,1,1,0,42,112,TJYR,1686431752,1323527941
61,2158508613,CR7的陈兕子迷上龙的兔,重庆 长寿区,1,1,0,344,338,CR7的陈兕子迷上龙的兔,2158508613,1323527941
62,5871815092,一月的菇凉,,1,1,0,74,2,一月的菇凉,5871815092,1323527941
63,3964148214,Halleluyahs,江西 九江,1,1,0,355,603,Halleluyahs,3964148214,1323527941
64,3063612167,小鹿跳跳1992,河南 信阳,1,1,0,1866,283,小鹿跳跳1992,3063612167,1323527941
65,3263935761,CHENXUEMAN-,安徽 马鞍山,1,1,0,134,83,CHENXUEMAN-,3263935761,1323527941
66,2808053547,你说的很正确可我就是不听,香港,1,1,0,188,2485,你说的很正确可我就是不听,2808053547,1323527941
67,1643418583,我不是沒有故事的喵小姐,辽宁 沈阳,1,1,0,565,473,我不是沒有故事的喵小姐,1643418583,1323527941
68,5309874511,zxxxx雪,河南 新乡,1,1,0,117,45,zxxxx雪,5309874511,1323527941
69,5533836051,温眉少女,其他,1,1,0,183,38,温眉少女,5533836051,1323527941
70,2081268362,pan素su,,1,1,0,83,194,pan素su,2081268362,1323527941
71,5533836051,温眉少女,其他,1,1,0,183,38,温眉少女,5533836051,1323527941
72,1835746747,看片王子,,1,1,0,167,431,看片王子,1835746747,1323527941
73,2410155667,七彩宇宙飞船,其他,1,1,0,136,48,七彩宇宙飞船,2410155667,1323527941
74,5880537563,有梦想小老虎丶,,1,1,0,12,1,有梦想小老虎丶,5880537563,1323527941
75,1747455670,我就不上称,其他,1,1,0,173,381,我就不上称,1747455670,1323527941
76,5505252093,时光静静真好,吉林 吉林,1,1,0,9,1,时光静静真好,5505252093,1323527941
77,2084510403,萌萌哒不再迟到了,北京 东城区,1,1,0,355,197,萌萌哒不再迟到了,2084510403,1323527941
78,5464622678,张无忌与宋青书,,1,1,0,22,3,张无忌与宋青书,5464622678,1323527941
79,2286877664,SpaceJockey-who,浙江 杭州,1,1,0,196,94,SpaceJockey-who,2286877664,1323527941
80,2084510403,萌萌哒不再迟到了,北京 东城区,1,1,0,355,197,萌萌哒不再迟到了,2084510403,1323527941
81,5647448599,倚澜听风vioce,内蒙古 通辽,1,1,0,55,21,倚澜听风vioce,5647448599,1323527941
82,3606319743,楠oeo,海外,1,1,0,196,103,楠oeo,3606319743,1323527941
83,1806977500,吴映洁的大老婆-梦梦,浙江 台州,1,1,0,297,833,吴映洁的大老婆-梦梦,1806977500,1323527941
84,5123526651,鑫鑫妹儿是哈狗,其他,1,1,0,43,3,鑫鑫妹儿是哈狗,5123526651,1323527941
85,1340070694,布布紧逼,江苏 南京,1,1,0,55,8,布布紧逼,1340070694,1323527941
86,2878621614,猥瑣的安妮-HC,广东 广州,1,1,0,252,236,猥瑣的安妮-HC,2878621614,1323527941
87,3288572320,丑萌的喵酱_,,1,1,0,141,166,丑萌的喵酱_,3288572320,1323527941
88,5150031903,重来张,湖南 长沙,1,1,0,137,129,重来张,5150031903,1323527941
89,1957084150,玉玉是V1家的宋大王,,1,1,0,871,1915,玉玉是V1家的宋大王,1957084150,1323527941
90,5578536740,逸冰丽雨,吉林 长春,1,1,0,171,79,逸冰丽雨,5578536740,1323527941
91,5123526651,鑫鑫妹儿是哈狗,其他,1,1,0,43,3,鑫鑫妹儿是哈狗,5123526651,1323527941
92,5968909927,耿耿小姐,河南 郑州,1,1,0,205,12,耿耿小姐,5968909927,1323527941
93,2638611304,CChocolateeeeE,,1,1,0,163,1124,CChocolateeeeE,2638611304,1323527941
94,5180415512,zcy要强大,江苏 苏州,1,1,0,98,26,zcy要强大,5180415512,1323527941
95,5616389577,然而我就是我那只懒虫,,1,1,0,77,3,然而我就是我那只懒虫,5616389577,1323527941
96,1738166060,人寸姐,四川 成都,1,1,0,264,391,人寸姐,1738166060,1323527941
97,3136767470,搬运工0516,,1,1,0,294,627,搬运工0516,3136767470,1323527941
98,5112115484,大宝妹妹_,其他,1,1,0,73,53,大宝妹妹_,5112115484,1323527941
99,5694614242,叫我冠希呐,安徽 阜阳,1,1,0,139,42,叫我冠希呐,5694614242,1323527941
100,1707921725,聪葱葱,广西 河池,1,1,0,50,140,聪葱葱,1707921725,1323527941
101,3197895455,潘suansuan,其他,1,1,0,280,32,潘suansuan,3197895455,1323527941
102,2486389923,Deadpool-运帷-大猫熊,,1,1,0,878,907,Deadpool-运帷-大猫熊,2486389923,1323527941
103,3931667762,我先吃饭啦,山西 忻州,1,1,0,41,49,我先吃饭啦,3931667762,1323527941
104,1797046953,VivaHUIHUA,山东,1,1,0,55,26,VivaHUIHUA,1797046953,1323527941
105,2830997745,禾火秋光,云南 大理,1,1,0,459,280,禾火秋光,2830997745,1323527941
106,2830997745,禾火秋光,云南 大理,1,1,0,459,280,禾火秋光,2830997745,1323527941
107,3913454611,大俊_,辽宁,1,1,0,174,55,大俊_,3913454611,1323527941
108,3504436125,权鸡涌头上的智慧草,上海 浦东新区,1,1,0,207,102,权鸡涌头上的智慧草,3504436125,1323527941
109,2411933227,睡公主睡懒觉,广东 广州,1,1,0,282,459,睡公主睡懒觉,2411933227,1323527941
110,2946103382,鹿鹿五画,北京 昌平区,1,1,0,68,5,鹿鹿五画,2946103382,1323527941
111,2369758615,皮卡丘的大姨妈,海外 其他,1,1,0,149,36,皮卡丘的大姨妈,2369758615,1323527941
112,5694614242,叫我冠希呐,安徽 阜阳,1,1,0,139,42,叫我冠希呐,5694614242,1323527941
113,2658776573,Cherry_Monica,,1,1,0,300,896,Cherry_Monica,2658776573,1323527941
114,2127636281,Crystal_Misswj,天津 河东区,1,1,0,140,385,Crystal_Misswj,2127636281,1323527941
115,2544193380,哲哲妹拽瞌睡,海外,1,1,0,441,191,哲哲妹拽瞌睡,2544193380,1323527941
116,2658776573,Cherry_Monica,,1,1,0,300,896,Cherry_Monica,2658776573,1323527941
117,5859907152,枫林落叶5859907152,,1,1,0,17,4,枫林落叶5859907152,5859907152,1323527941
118,1745036977,什么都play的蔡,四川 成都,1,1,0,115,62,什么都play的蔡,1745036977,1323527941
119,2979030871,WENG可乐好喝吗,海外 其他,1,1,0,326,425,WENG可乐好喝吗,2979030871,1323527941
120,3479460295,80后的暖暖,北京 东城区,1,1,0,15,20,80后的暖暖,3479460295,1323527941
121,5068883065,谁爱吃香菜谁吃_,山东 济南,1,1,0,341,154,谁爱吃香菜谁吃_,5068883065,1323527941
122,1155969254,Wuli胖胖胖儿,其他,1,1,0,135,554,Wuli胖胖胖儿,1155969254,1323527941
123,1786708872,Zz滴小Cc_,,1,1,0,441,233,Zz滴小Cc_,1786708872,1323527941
124,5673236019,大白中的战斗机,,1,1,0,80,16,大白中的战斗机,5673236019,1323527941
125,5634838871,用户563483887,,1,1,0,7,1,用户563483887,5634838871,1323527941
126,2905724021,大-阿宝,北京 朝阳区,1,1,0,184,2684,大-阿宝,2905724021,1323527941
127,5659577253,稚二喜,河北 保定,1,1,0,179,70,稚二喜,5659577253,1323527941
128,5324408914,乐乐乐大人,其他,1,1,0,89,100,乐乐乐大人,5324408914,1323527941
129,2715482391,清凉y夏,天津 和平区,1,1,0,66,96,清凉y夏,2715482391,1323527941
130,5356605740,鹿鱼yolo,湖南 永州,1,1,0,260,17,鹿鱼yolo,5356605740,1323527941
131,2258126771,晚了又晚,其他,1,1,0,254,273,晚了又晚,2258126771,1323527941
132,5766512014,舍得-是非,河北 唐山,1,1,0,44,12,舍得-是非,5766512014,1323527941
133,2990793811,呵呵呵9494,湖南,1,1,0,331,91,呵呵呵9494,2990793811,1323527941
134,1654626714,小野嘿嘿达达达wenni,四川 成都,1,1,0,500,415,小野嘿嘿达达达wenni,1654626714,1323527941
135,1942688992,Kiuchor_,海外 其他,1,1,0,169,697,Kiuchor_,1942688992,1323527941
136,2194347920,P---sychopath,其他,1,1,0,221,87,P---sychopath,2194347920,1323527941
137,1880114675,菜籽的籽,北京 朝阳区,1,1,0,674,206,菜籽的籽,1880114675,1323527941
138,5336606601,尼尼酱A,广东 汕头,1,1,0,49,161,尼尼酱A,5336606601,1323527941
139,3879866100,小貓cooc,,1,1,0,51,22,小貓cooc,3879866100,1323527941
140,3473904452,挚爱大伊君,其他,1,1,0,24,32,挚爱大伊君,3473904452,1323527941
141,5068883065,谁爱吃香菜谁吃_,山东 济南,1,1,0,341,154,谁爱吃香菜谁吃_,5068883065,1323527941
142,3504436125,权鸡涌头上的智慧草,上海 浦东新区,1,1,0,207,102,权鸡涌头上的智慧草,3504436125,1323527941
143,2543670072,biubiubiuxiuZoe,广东 深圳,1,1,0,120,56,biubiubiuxiuZoe,2543670072,1323527941
144,3123377675,柠檬派大,,1,1,0,215,330,柠檬派大,3123377675,1323527941
145,2787847692,言DD,安徽 马鞍山,1,1,0,175,1023,言DD,2787847692,1323527941
146,3504436125,权鸡涌头上的智慧草,上海 浦东新区,1,1,0,207,102,权鸡涌头上的智慧草,3504436125,1323527941
147,5752900243,阿美iiiiiiiii,其他,1,1,0,183,18,阿美iiiiiiiii,5752900243,1323527941
148,5585291898,鄙人涵小七,山东 青岛,1,1,0,284,25,鄙人涵小七,5585291898,1323527941
149,3089506967,敢言kim,广东 中山,1,1,0,115,49,敢言kim,3089506967,1323527941
150,1852159784,Kira好爱吃柚子,,1,1,0,751,651,Kira好爱吃柚子,1852159784,1323527941
151,5180067761,叶子Eilar,河南 信阳,1,1,0,287,71,叶子Eilar,5180067761,1323527941
152,5585291898,鄙人涵小七,山东 青岛,1,1,0,284,25,鄙人涵小七,5585291898,1323527941
153,3990061646,_琥珀荷xM_,广东 揭阳,1,1,0,30,8,_琥珀荷xM_,3990061646,1323527941
154,2605495212,喜欢蓝胖子的马姑娘,湖北 武汉,1,1,0,78,90,喜欢蓝胖子的马姑娘,2605495212,1323527941
155,3748848641,鲸鱼怀里的洲喵喵,其他,1,1,0,113,17,鲸鱼怀里的洲喵喵,3748848641,1323527941
156,1928831181,鬼副长土方十四郎的夫人w,海外,1,1,0,22,510,鬼副长土方十四郎的夫人w,1928831181,1323527941
157,5180067761,叶子Eilar,河南 信阳,1,1,0,287,71,叶子Eilar,5180067761,1323527941
158,3980980416,徐梦菲xmf,北京,1,1,0,130,120,徐梦菲xmf,3980980416,1323527941
159,5620102622,EDG超级无敌迷妹浛OvO,重庆,1,1,0,101,24,EDG超级无敌迷妹浛OvO,5620102622,1323527941
160,5973343028,王静文789,河南 周口,1,1,0,182,14,王静文789,5973343028,1323527941
161,5258423806,栗艳雨,,1,1,0,46,9,栗艳雨,5258423806,1323527941
162,3175462920,你长得好像驴哦,其他,1,1,0,109,109,你长得好像驴哦,3175462920,1323527941
163,2960397403,叫我钟半仙,广东 广州,1,1,0,157,245,叫我钟半仙,2960397403,1323527941
164,1681928923,带老魔杖去流浪,辽宁,1,1,0,149,340,带老魔杖去流浪,1681928923,1323527941
165,3777259514,Ilpeccato,江苏 苏州,1,1,0,49,57,Ilpeccato,3777259514,1323527941
166,2659098582,小懒girll,陕西 宝鸡,1,1,0,242,206,小懒girll,2659098582,1323527941
167,1905993625,爱大叔的兽,浙江 金华,1,1,0,12,20,爱大叔的兽,1905993625,1323527941
168,3990061646,_琥珀荷xM_,广东 揭阳,1,1,0,30,8,_琥珀荷xM_,3990061646,1323527941
169,5325234238,独行的鲸鱼,其他,1,1,0,110,15,独行的鲸鱼,5325234238,1323527941
170,1806800144,木柚桑,海外 德国,1,1,0,183,421,木柚桑,1806800144,1323527941
171,1309526957,74_75,海外 德国,1,1,0,28,34,74_75,1309526957,1323527941
172,5726264059,小黑皮酱,江苏 南通,1,1,0,38,1263,小黑皮酱,5726264059,1323527941
173,1928831181,鬼副长土方十四郎的夫人w,海外,1,1,0,22,510,鬼副长土方十四郎的夫人w,1928831181,1323527941
174,1815279062,刘嘎怡,江西 抚州,1,1,0,401,263,刘嘎怡,1815279062,1323527941
175,5165414180,红橙黄绿青蓝紫的那个白,云南 昆明,1,1,0,130,64,红橙黄绿青蓝紫的那个白,5165414180,1323527941
176,5180415512,zcy要强大,江苏 苏州,1,1,0,98,26,zcy要强大,5180415512,1323527941
177,1493107073,老鼠爱上猫杰西,,1,1,0,566,712,老鼠爱上猫杰西,1493107073,1323527941
178,2383760407,资料完整了,,1,1,0,51,26,资料完整了,2383760407,1323527941
179,3165516783,饼干决定对犽哥发动宠溺,四川 成都,1,1,0,358,129,饼干决定对犽哥发动宠溺,3165516783,1323527941
180,5062609112,Hilary的海角,北京 朝阳区,1,1,0,98,37,Hilary的海角,5062609112,1323527941
181,1798901724,打怪物会上瘾,上海 徐汇区,1,1,0,91,204,打怪物会上瘾,1798901724,1323527941
182,5663784489,弓长好好zzzz,山东 济南,1,1,0,250,24,弓长好好zzzz,5663784489,1323527941
183,1309526957,74_75,海外 德国,1,1,0,28,34,74_75,1309526957,1323527941
184,3861008405,问题酱,江苏 苏州,1,1,0,135,94,问题酱,3861008405,1323527941
185,1645369087,奁白白不是大区白白,,1,1,0,774,796,奁白白不是大区白白,1645369087,1323527941
186,2126059094,被人叫小丸子的陳潔汝,广东,1,1,0,255,295,被人叫小丸子的陳潔汝,2126059094,1323527941
187,1769244071,绵绵han,河北 保定,1,1,0,123,307,绵绵han,1769244071,1323527941
188,5533653906,羽生结弦女朋友,贵州 六盘水,1,1,0,333,28,羽生结弦女朋友,5533653906,1323527941
189,2667590557,莎莎一Sasa,海外 法国,1,1,0,260,157,莎莎一Sasa,2667590557,1323527941
190,2837226240,Z_关阝关阝女子,,1,1,0,102,305,Z_关阝关阝女子,2837226240,1323527941
191,1642945847,周大妞_Paper,,1,1,0,450,1867,周大妞_Paper,1642945847,1323527941
192,2783985635,Reagan_L-G,山西,1,1,0,38,73,Reagan_L-G,2783985635,1323527941
193,2950358397,江苏移动三网优惠流量,江苏,1,1,0,190,29,江苏移动三网优惠流量,2950358397,1323527941
194,2438084844,一颗懒癌晚期的丸子,其他,1,1,0,182,66,一颗懒癌晚期的丸子,2438084844,1323527941
195,2608466747,你凯源,广东 肇庆,1,1,0,63,272,你凯源,2608466747,1323527941
196,5752419074,这个角度可以看到楼上的胖次,其他,1,1,0,160,8,这个角度可以看到楼上的胖次,5752419074,1323527941
197,2953180510,猪滴的小炸鸡,其他,1,1,0,172,229,猪滴的小炸鸡,2953180510,1323527941
198,1403953153,期待小海军,海外 其他,1,1,0,261,18,期待小海军,1403953153,1323527941
199,2885798874,我是温木白,浙江,1,1,0,336,73,我是温木白,2885798874,1323527941
200,2213206843,天秤疯啦啦,,1,1,0,297,336,天秤疯啦啦,2213206843,1323527941
201,1855524984,Lisa莎莎啦啦啦,重庆,1,1,0,387,517,Lisa莎莎啦啦啦,1855524984,1323527941
202,2783985635,Reagan_L-G,山西,1,1,0,38,73,Reagan_L-G,2783985635,1323527941
203,5500503639,mildy糖,其他,1,1,0,92,13,mildy糖,5500503639,1323527941
204,5459567956,冷凉凉_,辽宁 抚顺,1,1,0,138,26,冷凉凉_,5459567956,1323527941
205,5892159685,EsmeCiel,其他,1,1,0,31,8,EsmeCiel,5892159685,1323527941
206,5500503639,mildy糖,其他,1,1,0,92,13,mildy糖,5500503639,1323527941
207,1921730903,范范lvoe,河南 南阳,1,1,0,756,811,范范lvoe,1921730903,1323527941
208,1806129845,wow-fighting,,1,1,0,1,408,wow-fighting,1806129845,1323527941
209,5034590298,苏打-2014,河南 鹤壁,1,1,0,84,31,苏打-2014,5034590298,1323527941
210,1775003554,图图丫累,广东 广州,1,1,0,112,398,图图丫累,1775003554,1323527941
211,2609756735,周妍0828,吉林 延边朝鲜族自治州,1,1,0,214,228,周妍0828,2609756735,1323527941
212,1274419303,鄭_智律的金煎饺,,1,1,0,100,830,鄭_智律的金煎饺,1274419303,1323527941
213,2676134043,静云筝筝响,安徽 合肥,1,1,0,204,241,静云筝筝响,2676134043,1323527941
214,5533653906,羽生结弦女朋友,贵州 六盘水,1,1,0,333,28,羽生结弦女朋友,5533653906,1323527941
215,2813857790,呦呦肉肉呦,,1,1,0,451,554,呦呦肉肉呦,2813857790,1323527941
216,1804609211,记得我因你而在,其他,1,1,0,217,156,记得我因你而在,1804609211,1323527941
217,3359076772,来自外星的小太阳酱,其他,1,1,0,313,109,来自外星的小太阳酱,3359076772,1323527941
218,5405523940,YOOJUNGA,江苏 南京,1,1,0,44,492,YOOJUNGA,5405523940,1323527941
219,1047146704,小健健要通关_JC,,1,1,0,714,236,小健健要通关_JC,1047146704,1323527941
220,1971652753,yin_-----,广东,1,1,0,91,25,yin_-----,1971652753,1323527941
221,1774938254,咚咚专柜搬砖记,湖南,1,1,0,258,1085,咚咚专柜搬砖记,1774938254,1323527941
222,5495372044,爱打盹儿的叮当猫,湖北 武汉,1,1,0,5,18,爱打盹儿的叮当猫,5495372044,1323527941
223,3185651512,Kath1e丶,湖北 武汉,1,1,0,237,409,Kath1e丶,3185651512,1323527941
224,3233534984,含笑半分癫,广东 广州,1,1,0,230,96,含笑半分癫,3233534984,1323527941
225,1169153912,雨林yo,上海 长宁区,1,1,0,431,289,雨林yo,1169153912,1323527941
226,2310808165,舅舅舅舅啾Joe,江苏 常州,1,1,0,546,191,舅舅舅舅啾Joe,2310808165,1323527941
227,1169153912,雨林yo,上海 长宁区,1,1,0,431,289,雨林yo,1169153912,1323527941
228,5381126823,陈缄同学,四川 成都,1,1,0,38,6,陈缄同学,5381126823,1323527941
229,2186934770,Blingbling丶彭某人丶,山东,1,1,0,43,313,Blingbling丶彭某人丶,2186934770,1323527941
230,1758723803,梁钰丶,,1,1,0,263,473,梁钰丶,1758723803,1323527941
231,2669170623,姓猫的鱼,其他,1,1,0,74,103,姓猫的鱼,2669170623,1323527941
232,3626707132,onetwothree123LEE,其他,1,1,0,132,47,onetwothree123LEE,3626707132,1323527941
233,5136879182,EvI_missyou,其他,1,1,0,447,40,EvI_missyou,5136879182,1323527941
234,5674881901,鹿九柠,海外 其他,1,1,0,53,9,鹿九柠,5674881901,1323527941
235,1970583953,May-syun,湖北,1,1,0,174,1529,May-syun,1970583953,1323527941
236,1889374302,爱大童,,1,1,0,501,1509,爱大童,1889374302,1323527941
237,5041649784,小囧馨,江苏 徐州,1,1,0,73,53,小囧馨,5041649784,1323527941
238,3744110627,当时只道是寻常XWDN,吉林 长春,1,1,0,76,53,当时只道是寻常XWDN,3744110627,1323527941
239,2953180510,猪滴的小炸鸡,其他,1,1,0,172,229,猪滴的小炸鸡,2953180510,1323527941
240,2947176783,Dr丶小硕很忙,上海 黄浦区,1,1,0,193,119,Dr丶小硕很忙,2947176783,1323527941
241,1920190192,璟大李子喵,湖南 株洲,1,1,0,230,70,璟大李子喵,1920190192,1323527941
242,5565871977,裳小渔,,1,1,0,153,19,裳小渔,5565871977,1323527941
243,2633643644,阿仙仙仙仙,四川 成都,1,1,0,345,91,阿仙仙仙仙,2633643644,1323527941
244,5581316917,nnshshwu,,1,1,0,0,26,nnshshwu,5581316917,1323527941
245,1291578614,喵iii,,1,1,0,216,286,喵iii,1291578614,1323527941
246,3925723118,NULU酱_,其他,1,1,0,50,131,NULU酱_,3925723118,1323527941
247,5639953466,puer_47382,安徽 阜阳,1,1,0,33,2,puer_47382,5639953466,1323527941
248,2314621503,cxhlly_Kim,广西 柳州,1,1,0,129,71,cxhlly_Kim,2314621503,1323527941
249,2735627171,曦曦你怎么这么美,陕西 西安,1,1,0,152,130,曦曦你怎么这么美,2735627171,1323527941
250,1659652711,Effie看风景,北京 朝阳区,1,1,0,214,962,Effie看风景,1659652711,1323527941
251,5269376459,果仁谷物巧克力,重庆 渝北区,1,1,0,189,41,果仁谷物巧克力,5269376459,1323527941
252,1949825033,Zoe_蜜酱,,1,1,0,221,968,Zoe_蜜酱,1949825033,1323527941
253,5381126823,陈缄同学,四川 成都,1,1,0,38,6,陈缄同学,5381126823,1323527941
254,2275141904,LIANGJINGYI_Y,广东 茂名,1,1,0,159,214,LIANGJINGYI_Y,2275141904,1323527941
255,3846319184,MMMonody,四川 成都,1,1,0,66,83,MMMonody,3846319184,1323527941
256,1767259252,天上摔下来的小仙女开花噼里啪啦,,1,1,0,421,1847,天上摔下来的小仙女开花噼里啪啦,1767259252,1323527941
257,3863187567,姜小妞Jenny,江西 宜春,1,1,0,19,61,姜小妞Jenny,3863187567,1323527941
258,5391762515,明天我是小乖乖,江苏 南京,1,1,0,130,41,明天我是小乖乖,5391762515,1323527941
259,5271203428,奥里奥夫人,北京,1,1,0,101,76,奥里奥夫人,5271203428,1323527941
260,5626789359,不乖的TUT,,1,1,0,135,104,不乖的TUT,5626789359,1323527941
261,2644741072,麦子田里的油菜花,广东 深圳,1,1,0,73,41,麦子田里的油菜花,2644741072,1323527941
262,5391762515,明天我是小乖乖,江苏 南京,1,1,0,130,41,明天我是小乖乖,5391762515,1323527941
263,3036908245,李大人Li,四川 成都,1,1,0,351,191,李大人Li,3036908245,1323527941
264,5088965994,Blossom_Autumn,湖北 襄阳,1,1,0,262,56,Blossom_Autumn,5088965994,1323527941
265,3151709593,kohhyu,,1,1,0,301,699,kohhyu,3151709593,1323527941
266,2186934770,Blingbling丶彭某人丶,山东,1,1,0,43,313,Blingbling丶彭某人丶,2186934770,1323527941
267,5391762515,明天我是小乖乖,江苏 南京,1,1,0,130,41,明天我是小乖乖,5391762515,1323527941
268,5029257094,一名爱吃瓜群众,其他,1,1,0,143,13,一名爱吃瓜群众,5029257094,1323527941
269,2520082797,罗不倒,四川,1,1,0,494,2346,罗不倒,2520082797,1323527941
270,2082636592,賈冉Vera,黑龙江 齐齐哈尔,1,1,0,231,308,賈冉Vera,2082636592,1323527941
271,3606727835,光等光等傻傻-,云南 大理,1,1,0,176,195,光等光等傻傻-,3606727835,1323527941
272,1847530707,Tyche_F,,1,1,0,343,406,Tyche_F,1847530707,1323527941
