id,uid,昵称,所在地,转发时间,节点,层级,转发数,评论数,点赞数,内容
2166,1465732215,ryanfeng2001,安徽 合肥,2016-07-25 15:38,2002,3,0,0,0,又想动物园闹了，这算是转型啊，棒棒哒！
2165,2205676000,阔叶十大功劳和狭叶十大功劳,,2016-07-25 15:38,2002,3,0,0,0,动物园和老虎真可怜。//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2163,3216311883,闲人张较瘦,,2016-07-25 15:40,2002,3,0,0,0,他们在车上，亲友怎么知道他们因何下车？ //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还
2162,1133230334,草叶君,江苏 南京,2016-07-25 15:40,2002,3,0,0,0,就算这样。然而跟园方有毛关系？还是自己的事儿吧。
2161,1759514041,水格水印,,2016-07-25 15:41,2002,3,0,0,0,出了虎园就可以下车吗？？？为什么下车？？？
2160,2172414220,wwwww有病,湖北 武汉,2016-07-25 15:41,2002,3,0,0,0,要脸 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2159,1685786923,呐呐呐呐natwo呀,,2016-07-25 15:43,2002,3,0,0,0,看完新闻发现死的是她妈，就觉得她妈挺伟大的，其他人不予评论。 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外
2158,1744175544,苏丝玛索,上海 黄浦区,2016-07-25 15:45,2002,3,0,0,0,这个……//@THEATEAM：亲友一定是阿杜。躲在车底，全程偷听
2157,1947678552,我是神屌大侠崟少,云南 昆明,2016-07-25 15:46,2002,3,0,2,0,你自己下的车！这没错吧 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。
2156,5537623520,我洗发用霸王,湖南 长沙,2016-07-25 15:46,2002,3,0,0,0,//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2155,5209889871,大卫-198710,北京 海淀区,2016-07-25 15:48,2002,3,0,0,0,//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2154,1711331617,雨与鱼羽遇_Ricky,,2016-07-25 15:49,2002,3,0,0,0,开始讹钱了//@Vista看天下: 【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2153,1746309850,于小于小于,浙江,2016-07-25 15:51,2002,3,0,0,0,这是。。想怪动物园标识不清了吗？ 不想说什么。。只心疼老母亲！！！
2152,1665025625,飞翔疯猫,山西 太原,2016-07-25 15:51,2002,3,0,0,0,反口好快//@Vista看天下: 【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2151,1257803935,金小晶_IamJin13,,2016-07-25 15:54,2002,3,0,0,0,无论是何种理由，下车前不好好判断能怪别人？//@Vista看天下: 此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。
2150,2706498827,大山的子孙哟哦,其他,2016-07-25 15:54,2002,3,0,1,0,亲友这说辞明显想给他们洗白 好讹动物园
2149,1392849812,摩根骑士,重庆 南岸区,2016-07-25 15:55,2002,3,0,0,0,已出虎园的下车说法是为了掩盖发生口角而下车的实情。白完只是为了推卸自身责任//@Vista看天下: 此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。涉事游客亲友则有不同说法：事发时游客并非因口角下车只是自己误认为已出虎园下车后才出了意外。目前到底哪一种说法是事实还有待确认。
2148,2054048943,停靠古都,,2016-07-25 15:56,2002,3,0,0,0,动物园无罪，老虎无罪！
2147,2836447575,Shally-westero,上海 浦东新区,2016-07-25 15:57,2002,3,0,0,0,老虎是无辜的 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2145,1891184852,kai_lee想太多,,2016-07-25 15:59,2002,3,0,0,0,估计也是为了要赔偿，想了这么个说辞，暗指动物园提示不到位 //@Vista看天下：【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。
2144,2812219717,-喔嚯哟,,2016-07-25 16:00,2002,3,0,0,0,no zuo no die🏻 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外目前，到底哪一种说法是事实还有待确认。@央视新闻
2143,2825011882,沫若華黎-夕幽澜风,浙江 杭州,2016-07-25 16:00,2002,3,0,0,0,园方：已警示游客，会对涉案老虎做出相应处理。老虎：领导说车里不能吃，没说车外面的，怪我喽？
2142,1678972152,丑奴儿-,广东 梅州,2016-07-25 16:00,2002,3,0,2,0,評論贊！另外要說一句，這是自身缺乏安全且不遵守規則造成的，遺憾但是不同情！//@荻庐雪夜：很欣慰，园里的猛兽还保持着攻击性；很遗憾，无辜的生命莫名在此消亡。
2141,2336460371,昕骐霄昊要早起,辽宁 大连,2016-07-25 16:02,2002,3,0,0,0,还想讹钱？做梦去吧 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2140,2814612643,LeeSsang川大仙,,2016-07-25 16:03,2002,3,0,0,0,人都已经死了 现在追责还有个卵用
2139,5866538429,疯狂吧199701,,2016-07-25 16:04,2002,3,0,0,0,//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2138,1409617622,靛蓝牵牛花,,2016-07-25 16:05,2002,3,7,0,0,当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2226,1721835725,利物爪,北京 宣武区,2016-07-25 16:10,2138,4,5,0,0,正解……//@靛蓝牵牛花: 当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2231,1800092787,大帝_LLAP,,2016-07-25 16:10,2226,5,2,0,0,→_→ //@利物爪:正解……//@靛蓝牵牛花: 当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2233,1587567187,Liverbird,,2016-07-25 16:14,2231,6,0,0,0,不够数//@PhDoge大帝_LLAP_我不是妹子: →_→ //@利物爪:正解……//@靛蓝牵牛花: 当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2232,3158236812,人心散了队伍不好带,海外 越南,2016-07-25 16:35,2231,6,0,0,0,动物园唯一的责任是签完协议后没给这傻B测下智商 //@PhDoge大帝_LLAP_我不是妹子:→_→ //@利物爪:正解……//@靛蓝牵牛花: 当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2229,2560811777,李一淳KOP,,2016-07-25 16:31,2226,5,0,0,0,等结果 //@利物爪:正解……//@靛蓝牵牛花: 当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2227,2273830965,干坏事de月老,河南 濮阳,2016-07-25 17:13,2226,5,0,0,0,脑残就知道要钱//@利物爪: 正解……//@靛蓝牵牛花: 当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2223,1672212333,来两屉九方,北京 东城区,2016-07-25 16:17,2138,4,0,1,0,现在来看就医生希望这女的活，网民希望这女的死，家人也希望这女的死，自家新的一波医闹团队已经到位，早死早干活，大热天的发不发加班费 //@靛蓝牵牛花:当然得这么说了……自己吵架下车作死怎么讹钱，说以为出园，就可以说动物园方面设施有问题有漏洞，然后要求赔偿了
2136,1684068762,二猫喵喵喵,上海 虹口区,2016-07-25 16:10,2002,3,0,0,0,有啥区别吗？ //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2134,2162984604,思丢彼德,其他,2016-07-25 16:12,2002,3,0,0,0,这个视频我也没有很喜欢，也就看了20多遍 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。
2133,1734298324,AMSHEN,江苏 无锡,2016-07-25 16:13,2002,3,0,0,0,这样的亲友 哈哈哈 你们以为都和你们一样傻吗？
2132,2868357110,青青青sherry,河南 平顶山,2016-07-25 16:14,2002,3,0,0,0,看了后面说的那几个伤人事件，难道都怪动物园怪动物么？明知道自己处于危险之中还那么大意，不管是误以为出了虎园还是自己吵架下车，难道本人对生命的疏忽一点儿责任都没有么？//@Vista看天下:【追踪：为何下车？亲友有不同说法】
2130,2502726657,M先森爱上L小姐,新疆 乌鲁木齐,2016-07-25 16:15,2002,3,0,0,0,一种是自己责任，另一种就可以诬赖动物园没有警告标示然后让动物园赔钱
2128,2168406812,A-RUI-LL,海外 新西兰,2016-07-25 16:18,2002,3,0,0,0,还是活该 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2127,1615936427,mimay,广西,2016-07-25 16:19,2002,3,0,0,0,天真的以为…//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2126,1954368925,淡定的Blackl,海南 海口,2016-07-25 16:25,2002,3,0,0,0,想讹钱明说嘛//@Vista看天下: 【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2125,1936133732,紫藥水_,,2016-07-25 16:27,2002,3,0,0,0,//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2122,1683888491,zkliu201,北京 昌平区,2016-07-25 16:40,2002,3,0,0,0,我记得虎园过了是熊园。也不能下车
2121,1687460394,晨雪薇寒,,2016-07-25 16:41,2002,3,0,0,0,//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2120,3704212335,粽妖,湖北 武汉,2016-07-25 16:41,2002,3,0,0,0,以为出了虎园？出了虎园应该有门吧！这个理由经得起推敲？？//@Vista看天下
2119,2276397720,楼诚与铁盾不可弃,福建 福州,2016-07-25 16:51,2002,3,0,0,0,下车就说明智障//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2118,1746739964,Plan-VIB,湖北 武汉,2016-07-25 16:59,2002,3,0,0,0,我觉得是爱心人士，给老虎送饭的……（见过作的没见过这么作的……）
2117,1799019773,城市小巴,,2016-07-25 17:01,2002,3,0,0,0,//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2116,1623914862,吃刀片吃的很嗨的赫卡特,上海,2016-07-25 17:05,2002,3,1,0,0,也有可能干起了老本行 讹钱//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。
2234,2726846083,猫猫OwO变成了一条咸鱼,,2016-07-25 17:36,2116,4,0,0,0,出虎园就能下车！？//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。
2113,2053736367,quzhengyangyang,,2016-07-25 17:17,2002,3,0,0,0,希望老虎不会被问责～//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2112,2499840373,A__Gray,,2016-07-25 17:22,2002,3,0,0,0,//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2111,5205041738,陆危楼牌小鱼干,江苏 扬州,2016-07-25 17:27,2002,3,0,0,0,没人觉得男的很谨慎的样子根本不像是不知道有没有出园？那个角度按理说看得到老虎 然而冲出去救孩子的是相比之下没啥力量的妈妈对不起我就心里阴暗 在事实没出来 当事人没能自己开口说事情经过前 我就猜猜
2110,2476772090,段乐陶,辽宁 沈阳,2016-07-25 17:32,2002,3,0,0,0,是要讹钱么，不要脸 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2109,5834300770,英姿飒爽小CC,北京 朝阳区,2016-07-25 18:09,2002,3,0,0,0,肯定是吵架呗，亲友肯定是往动物园泼脏水才行啊，这种人的尿性怎么可能说是自己的问题╮(╯_╰)╭
2108,5868256308,林深百千景,广东 广州,2016-07-25 18:33,2002,3,0,0,0,是是是游客没错都怪动物园 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认
2107,2122762671,栗子笑happy,浙江 杭州,2016-07-25 18:38,2002,3,0,0,0,为何是亲友说的？//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2105,5872429215,南宁三爷,广西 南宁,2016-07-25 18:56,2002,3,0,0,0,//@Vista看天下: 【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2104,5634730941,晨子嫣,其他,2016-07-25 19:22,2002,3,0,1,0,这件事真是爆料不断，继续关注，继续关注//@Arsenaloving：老虎:误以为是外卖到了
2103,1833025721,睡睡吧更健康,,2016-07-25 19:39,2002,3,0,0,0,智商真的堪忧 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2102,2209236410,安沫英雄嫁给六六俺好么,,2016-07-25 20:05,2002,3,0,0,0,如果你们运气好的上天了，刚好没遇上老虎，新闻也许就成了：惊呆！女子只身出入猛兽区自拍
2101,1226102741,Miss好了,上海 杨浦区,2016-07-25 20:26,2002,3,0,0,0,这个重要么？//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
2100,3949418505,夏辞秋白,河北 石家庄,2016-07-25 22:41,2002,3,0,0,0,啊哈哈哈哈哈哈哈笑喷～晚上去公园，至少听到了三次人们都在讨论这个事。无一不是在骂这个女的。可见人们对社会里不守规矩和胡搅蛮缠的人，都很反感厌恶。//@Arsenaloving:老虎:误以为是外卖到了
2099,1583601993,唐_当然,河南,2016-07-25 23:45,2002,3,0,0,0,//@普陀树下的猫：别的啥也不想说了，毕竟是个悲剧。只求：一，不要处死老虎；二，动物园不要赔钱。
2098,3178659325,我叫弋飞,天津,2016-07-26 02:17,2002,3,0,0,0,想找动物园多讹点钱，临时改嘴了。
2097,1222747584,mMusky卯起来蹉跎,,2016-07-26 07:24,2002,3,0,0,0,认为已出虎园？呵呵//@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。
2096,1234394840,大言不馋,,2016-07-26 12:10,2002,3,0,0,0,要点脸吧 //@Vista看天下:【追踪：为何下车？亲友有不同说法】此前报道中有知情人士称，年轻男女因发生口角而下车导致悲剧发生。不过，涉事游客亲友则有不同说法：事发时，游客并非因口角下车，只是自己误认为已出虎园，下车后才出了意外。目前，到底哪一种说法是事实还有待确认。@央视新闻
1964,5410710933,于路茼,其他,2016-07-25 15:35,1066,2,0,0,0,勇气和愚蠢真的只有一线之隔:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。
1946,2145262751,歌乐山小王纸,山西 太原,2016-07-25 15:54,1066,2,0,0,0,//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
1929,5629488545,尖叫的老巫婆,四川 遂宁,2016-07-25 16:12,1066,2,0,0,0,母爱啊母爱//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
1921,1296870021,YKX小可,其他,2016-07-25 16:23,1066,2,1,0,0,回复@提洱小二:老虎受保护 人就不受保护了？！受害女子是有错  但他就该死？你对动物都这么宽容  人就不值得你同情  你反人类吗？  保护动物就等于这女的该死？！人和动物本来就不是平等的 我尊重一切生命  但生死面前 我帮人类  因为我是人  但我反对一切不合理杀戮
2235,1967371307,一颗摇晃的大葡萄,福建 厦门,2016-07-25 16:31,1921,3,0,0,0,右边图上的字就是保护人//@YKX小可:回复@提洱小二:老虎受保护 人就不受保护了？！受害女子是有错  但他就该死？你对动物都这么宽容  人就不值得你同情  你反人类吗？  保护动物就等于这女的该死？！人和动物本来就不是平等的 我尊重一切生命  但生死面前 我帮人类  因为我是人  但我反对一切不合理杀戮
1918,3939980869,仔细想就没那么可爱,上海 松江区,2016-07-25 16:27,1066,2,0,0,0,她老公下车后往后退了一下，而母亲却直接冲了过去，不是说她老公不爱她，毕竟这个男人也冒着生命危险冲出去了，也不是说爱情比不过亲情，有的亲人还不如陌生人。只能说，子女与父母之间的血脉联系，决定了父母对子女的爱，永远是最无私无畏的//@Vista看天下:
1909,1323527941,Vista看天下,,2016-07-25 17:01,1066,2,76,275,0,【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2311,5585847561,子皿欧巴,吉林 吉林,2016-07-25 17:02,1909,3,0,0,0,//@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2310,3275986560,非洲的智障月,其他,2016-07-25 17:03,1909,3,0,0,0,辟谣 //@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2309,3679654473,元宝亮闪闪,北京,2016-07-25 17:03,1909,3,0,0,0,本来就错不在老虎 //@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2308,2084589820,谁允许你直视本娜娜,上海 黄浦区,2016-07-25 17:03,1909,3,1,0,0,//@Vista看天下: 【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2312,1850528173,流凌冰挂HG,,2016-07-25 21:33,2308,4,0,0,0,//@花庚娜://@Vista看天下: 【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2307,5370076600,静湖难泛舟,江苏 南京,2016-07-25 17:03,1909,3,0,0,0,这届游客不行 //@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2306,5644455088,Waywhx,江苏 南京,2016-07-25 17:04,1909,3,0,0,0,不作死就不会死，这b还害死了自己的妈妈 //@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2305,1763163060,吃螃蟹要自觉,江苏 南京,2016-07-25 17:04,1909,3,0,1,0,评论精彩哈哈哈哈哈哈哈 //@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2304,1951995235,蚵仔家面线,,2016-07-25 17:04,1909,3,0,0,0,//@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2303,2540024310,苏暮铃闲适散人,湖南 湘潭,2016-07-25 17:05,1909,3,0,0,0,//@Vista看天下: 【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
2302,1898539462,yuqin_39,安徽 马鞍山,2016-07-25 17:05,1909,3,0,0,0,//@Vista看天下:【官方回应“伤人老虎被处死“：”是谣言】据延庆区园林绿化局，网上传言伤人老虎将被处死的消息是谣言。当时老虎是被园区安保巡逻车驱赶离开的，并未受伤。目前动物园正停业配合相关部门调查，并进一步加强安全措施建设、提高游客安全意识。
