id,uid,昵称,所在地,转发时间,节点,层级,转发数,评论数,点赞数,内容
1120,5444646281,小呀嘛小雅洁,,2016-07-25 13:15,1,1,0,0,0,呸 那么大的标志 你瞎？ 还误以为 讹老虎吗！不要脸
1119,1658073862,水光竹影h,北京 朝阳区,2016-07-25 13:15,1,1,0,1,0,不是误以为已出虎园 而是以为老虎都是hello kitty 睁眼说瞎话 不怕天打雷劈吗
1118,2165823284,傻蛋小鱼儿,辽宁 鞍山,2016-07-25 13:16,1,1,0,0,0,在路中间想停就停，不管后车。喇叭数次提醒，吉普车都冲了过来，到处都是警告标志，还不知死活。动物园没有责任，有些人想死就请安安静静的去死，不要连累别人。
1117,1994287754,胖子要变瘦拉,海外,2016-07-25 13:18,1,1,0,0,0,史上最烂最差的借口。也有可能这样说，才能得到赔偿吧。就算是你真的误以为已经驰离虎园区，正常情况下，为啥女子要下车拉开主驾车门，有什么话不能在车上说，非得下车拉开车门说。不过，母亲真伟大。为了救一个任性的孩子。牺牲了自己。
1116,1945972872,Upromise_萌波的小可爱,,2016-07-25 13:19,1,1,0,0,0,当我们傻啊，就是不遵守规则下了车，现在一句误认为希望老虎不要因为这种智障受到处罚
1115,1097876561,小怪-Mini_JoKeR,,2016-07-25 13:19,1,1,0,0,0,太可怕了求后面两辆车的阴影面积…
1114,5590891497,勋-铉,天津 武清区,2016-07-25 13:19,1,1,0,0,0,自作自受怪的了谁只求不伤害老虎就好
1113,1768399064,爱yama的团团,,2016-07-25 13:20,1,1,0,0,0,这女的自己为啥自己没死？可怜了她妈，生了个智障女儿还搭上了命，害人害己还要害人家动物园和老虎这种事情一点都不会同情，自己活该
1112,5694628164,o电影都是生活给的剧本,海外 澳大利亚,2016-07-25 13:20,1,1,0,0,0,呵呵哒这个真的不配可怜好么？这个别赖动物园
1111,5532703377,汐子汐虞,山东 威海,2016-07-25 13:21,1,1,0,0,0,这女真得是，如果动物园赔钱给她就是傻子
1110,1783513355,_yuukk,广东 深圳,2016-07-25 13:21,1,1,0,0,0,想坑钱？ 这个锅动物园不背好吗
1109,5243963230,黄濑的黄,海外 日本,2016-07-25 13:21,1,1,0,0,0,看视频说没口角是假的吧，理由太牵强，别伤害动物园
1108,1838825430,YLuna_Yvonne,广东 广州,2016-07-25 13:22,1,1,0,1,0,伤者丈夫的同事说的话，我是不信的。
1107,3275952532,xiao公橘,上海 黄浦区,2016-07-25 13:22,1,1,0,0,0,老母亲太可怜了
1106,1934756923,囧一心,山西 太原,2016-07-25 13:22,1,1,0,0,0,瞎啊！旁边老虎看不见！？
1104,1840197845,小飞侠tbG,江苏 泰州,2016-07-25 13:23,1,1,0,0,0,不要和野兽玩。最毒人形虫，最恶人形兽都玩不过的。
1103,5754900955,citruschen,,2016-07-25 13:24,1,1,0,0,0,轉發微博
1102,1883143634,再见kazumikazumi,北京,2016-07-25 13:24,1,1,0,0,0,这是要讹钱的节奏啊
1101,1738502047,III号L,北京 东城区,2016-07-25 13:25,1,1,0,0,0,老虎只在饿极了的情况下才会袭击人   这明显是肉价上涨动物园没喂老虎
1100,5981941098,文艺太太,,2016-07-25 13:25,1,1,0,0,0,转发微博
1099,1837849613,范颖欣Helen,广东 广州,2016-07-25 13:25,1,1,1,1,0,我觉得这事怪老虎 老虎怎么能吃人呢 老虎应该吃草
1791,2045140917,炳爷-,广东 广州,2016-07-25 19:27,1099,2,0,0,0,应该每人饮2斤白酒先准入去，个个变武松还会怕老虎吗//@范颖欣Helen:我觉得这事怪老虎 老虎怎么能吃人呢 老虎应该吃草
1098,1906534967,梅林藏殊,其他,2016-07-25 13:26,1,1,0,0,0,意料之中，她不告动物园要赔钱我跟你姓//@蠢boy恒:这理由让我感觉是为了讹动物园的钱，然后指责园区界限规划不明
1097,1914060342,疯疯疯疯魔魔魔成成活,其他,2016-07-25 13:28,1,1,0,1,0,马路上是让你随便停车下来吵架的地方，也没见你把车停路边上啊？停路中间你还有理了？无论是不是虎园，这样停车下车吵架就是不对！
1095,5216800194,终究是你输不起-,其他,2016-07-25 13:29,1,1,0,0,0,活该
1093,1147146890,小圆摇尾巴,江西 南昌,2016-07-25 13:29,1,1,0,0,0,为了救自己的女儿，亲妈付出了生命，
1092,1971948737,肥肉嘟嘟的比尔德,浙江,2016-07-25 13:29,1,1,0,0,0,别说了赔动物园钱吧人家都这几天都不能营业了老虎可能也被杀了脑子是好东西以后出门带着点
1091,5348320199,到底什么名字能给我注册,浙江 温州,2016-07-25 13:30,1,1,0,0,0,心疼老人
1090,3093510464,何须十年温如言,北京 东城区,2016-07-25 13:30,1,1,0,0,0,心疼她母亲和老虎
1089,3655155593,-Wang菡彤,河北 廊坊,2016-07-25 13:30,1,1,0,0,0,心疼老虎
1088,2087356977,幸福三口茶,北京,2016-07-25 13:31,1,1,0,0,0,一天一个说法啊～～～@阎銮銮
1087,5332519145,楼媞,其他,2016-07-25 13:32,1,1,1,0,0,转一下//@今天不想当变态了:大家注意了，要开始讹钱了。标准说法是：你这个界限设置的不清楚，我只不过下车说句话！你的老虎就把我妈咬死了！苍天啊还有没有王法了，你赔我妈！起码一百万！//@青葱貌美徐徐来：看女子去男子那边开门时候左顾右盼谨慎的样子，不像是不知道没出园啊。
1792,1846915543,Stinson-思雨,其他,2016-07-25 14:11,1087,2,0,0,0,//@楼媞:转一下//@今天不想当变态了:大家注意了，要开始讹钱了。标准说法是：你这个界限设置的不清楚，我只不过下车说句话！你的老虎就把我妈咬死了！苍天啊还有没有王法了，你赔我妈！起码一百万！//@青葱貌美徐徐来：看女子去男子那边开门时候左顾右盼谨慎的样子，不像是不知道没出园啊
1086,1887401552,图图Prince兔兔,河北 邢台,2016-07-25 13:33,1,1,0,0,0,求法律别再同情这种自己作死的弱势群体了，请按照实际情况判刑自己作死不算非要搭上老虎
1085,2742540197,XH的脑残粉是可爱的淑女,河南 郑州,2016-07-25 13:33,1,1,1,0,0,这女的就是医闹≡_≡讹完医院还要讹动物园→_→？？老虎就应该咬死她
1793,2136137867,給料泥棒,,2016-07-25 14:31,1085,2,0,0,0,没死真是可惜了//@XH的脑残粉是可爱的淑女: 这女的就是医闹≡_≡讹完医院还要讹动物园→_→？？老虎就应该咬死她
1084,1960292597,梓萱星仪,云南,2016-07-25 13:33,1,1,0,0,0,转发微博
1083,2770065633,婳墨修竹,海南 海口,2016-07-25 13:35,1,1,0,0,0,老虎还误认为你是五花肉呢
1082,2261920313,柴那森戳儿泰勒维神,河南,2016-07-25 13:36,1,1,0,0,0,借口！！不就想动物园赔钱么！要我说，活该被咬！还以为出园区了，你咋不以为老虎吃素呢
1081,3798822880,甜奶茶盐奶茶,海外,2016-07-25 13:36,1,1,0,0,0,长点智商吧，有点良心吧
1080,3045646205,用户x46al1mzt7,辽宁,2016-07-25 13:36,1,1,0,0,0,这是要讹人的节奏啊有本事去和老虎讲去吧！反正是老虎咬的
1079,2120854454,Iris-XIXVI,浙江 杭州,2016-07-25 13:38,1,1,0,0,0,这个理由，真是……心疼老虎~
1078,5458866611,xlbqqdal,海外,2016-07-25 13:39,1,1,0,2,0,可怜她妈妈…自己作死连累家人
1077,2159979631,榴莲soho,山东,2016-07-25 13:42,1,1,0,0,0,事发时就讨论了这绝对是孩子姥姥才救自己亲闺女、不分场合的使疯害死自己亲妈对她是个最大的教训了，朋友表示那不见的，这种人闹不好一出院就去讹动物园去了，这还没出院就让人说着了，跟成都被打那女的差不多，永远不会得到教训，要真是赔她钱处死老虎那真是没王法了！
1075,5488229624,横冲直撞的大木头,其他,2016-07-25 13:45,1,1,0,0,0,转发微博
1074,5396822445,权狐狸的猫晗,云南 昆明,2016-07-25 13:47,1,1,0,0,0,不作就不会死    活该
1072,1885813301,负面情绪爆棚的贝勒,,2016-07-25 13:48,1,1,1,0,0,不管怎样，动物园和老虎没有错！ 自己害死自己的老母别找其他借口了，如果这样害死老母还要讹钱的话那就去变相卖母了！（虽然说现在还没讹钱）
1794,2009705252,肥胖的银仔,新疆 乌鲁木齐,2016-07-25 17:17,1072,2,0,0,0,视频不够劲爆，拖出去后的视频还有吗？想看//@负面情绪爆棚的贝勒:不管怎样，动物园和老虎没有错！ 自己害死自己的老母别找其他借口了，如果这样害死老母还要讹钱的话那就去变相卖母了！（虽然说现在还没讹钱）
1071,3968480982,帅气的小花猫,安徽 合肥,2016-07-25 13:51,1,1,0,0,0,想看后续
1070,1963187960,Bnuz_谭大奶,,2016-07-25 13:54,1,1,0,0,0,回复@木棉花鹿:转，希望法院公平裁判不要误信他人谎言。 //@木棉花鹿:转：冬天刚去过八达岭野生动物园，在老虎区绝对不会造成误认，到处都有警示，特别是那辆园区车那么近的地方，摆明是园区。他们进园区应该是两道门，跟监狱一样，出第一道关上了二道才开。他们不是误以为出了园区，也不是误以为老虎
1069,3831811630,红魔万圆户,陕西 西安,2016-07-25 13:54,1,1,1,0,0,等待开庭的间隙，随手聊聊老虎吃人的这个案子，最后呢，还是希望大家假期外出游玩注意安全。¡查看图片
1795,5070356988,Eternal_Jips,陕西 西安,2016-07-26 13:19,1069,2,0,2,0,排 //@红魔万圆户:等待开庭的间隙，随手聊聊老虎吃人的这个案子，最后呢，还是希望大家假期外出游玩注意安全。¡查看图片
1068,1221865652,海星无梦求南京票,,2016-07-25 13:55,1,1,0,0,0,监控能看到巡逻车确实很快就到了
1067,2576806157,可乐瓶子与牛奶罐,浙江 绍兴,2016-07-25 13:58,1,1,0,0,0,视频都有还想讹钱，害死了你妈还不够，亲友组团讹钱。
1066,1323527941,Vista看天下,,2016-07-25 13:59,1,1,301,413,0,【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2081,1683709195,红色忧伤,,2016-07-25 14:00,1066,2,0,0,0,亲妈最拼命老公靠不住 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2080,2331034400,继科的女人张赵氏宛宛,天津 河北区,2016-07-25 14:00,1066,2,0,0,0,妈妈⋯⋯哎 那个奋不顾身的人 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤
2079,5907534289,西北政法大学_法律援助部,陕西 西安,2016-07-25 14:00,1066,2,0,0,0,简单的说一下这个案子，大家外出一定要注意安全。¡评论配图
2078,5424425896,崔胜铉的迷妹呀,重庆 涪陵区,2016-07-25 14:00,1066,2,0,0,0,误以为到帮忙开车门？ //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2077,1963000035,小雪嘎嘎,海外 澳大利亚,2016-07-25 14:01,1066,2,0,0,0,@肉田真扎
2076,1817040730,天天期盼睡懒觉的lulu,,2016-07-25 14:01,1066,2,0,0,0,母爱真的太伟大//@Vista看天下: 【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2075,1806615710,HR915,海外 加拿大,2016-07-25 14:01,1066,2,0,0,0,为什么女儿被叼走 死的是母亲？丈夫一点事儿没有。。 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上。@人民日报
2074,3286624985,魔都县令,上海 浦东新区,2016-07-25 14:03,1066,2,0,0,0,自作死害死亲妈，还公然撒谎！作为成年人出没出园你会不清楚？撒谎只为利益最大化！我还是想说，这女人不做死就不会死！一辈子活在母亲被害的阴影里。//@Vista看天下:【北京被老虎咬伤游
2073,5327646879,开挖掘机的少女,海外 美国,2016-07-25 14:03,1066,2,0,0,0,心酸 只有母亲会这样 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2072,1919160742,全麦面包V5,福建 福州,2016-07-25 14:03,1066,2,0,0,0,//@桃百万与芥一毛：我开始相信这个女的是著名医闹的说法了//@热干面要加醋：这是准备开始讹诈野生动物园了吧，
2071,5847649686,有为青年范二,天津,2016-07-25 14:05,1066,2,0,0,0,//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2070,2715572565,7分小号,四川 成都,2016-07-25 14:05,1066,2,0,0,0,//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2069,1433646313,猫名,内蒙古,2016-07-25 14:06,1066,2,0,0,0,亲妈//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2068,1416274035,鱼点鱼点,,2016-07-25 14:06,1066,2,0,0,0,误以为他妈逼，老虎和园区是无辜的，求放过，求不讹诈 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直
2067,1937210093,古美门直树,,2016-07-25 14:06,1066,2,0,0,0,🙄️ //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2066,1826478644,甄萱国,北京 海淀区,2016-07-25 14:06,1066,2,0,0,0,连累母亲//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2065,2136008492,愿我如星君如月_梅长苏,,2016-07-25 14:06,1066,2,0,0,0,这种时候，只有你的母亲会奋不顾身的救你，哪怕牺牲她自己的性命…我心疼这个死去的母亲，而她的女儿我希望她好好活着，一辈子生活在负罪和悔恨之中，害死她妈妈的不是老虎或动物园，是她，只有她！
2064,1865642980,justbeyourself2001,其他,2016-07-25 14:06,1066,2,0,0,0,FCCmyxd：以为已出虎园，意图指控虎园警示措施不完善，推卸责任，作！
2063,3074733017,云上子清,,2016-07-25 14:07,1066,2,0,0,0,自己作死怪谁//@Vista看天下: 【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2062,2809611034,asd太祖56,广东 广州,2016-07-25 14:08,1066,2,0,0,0,回复@西北政法大学_法律援助部:果然还是要诈点钱的套路啊//@西北政法大学_法律援助部:简单的说一下这个案子，大家外出一定要注意安全。¡评论配图
2061,5884513251,兜兜都不萌,,2016-07-25 14:09,1066,2,0,0,0,//@Vista看天下: 【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2060,1293818307,云南嘉恒,,2016-07-25 14:10,1066,2,0,0,0,在老虎面前您就是行走的赛百味！该！//@Vista看天下: 【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上
2059,3153844073,Phoenix21,香港 中西区,2016-07-25 14:10,1066,2,0,0,0,无条件为自己的果然是母亲 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。
2058,5628432384,鲜榨加冰麦苗汁,其他,2016-07-25 14:10,1066,2,0,0,0,。。。愧疚里度过余生吧//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2057,3744594307,隔壁老王一只只,四川 成都,2016-07-25 14:11,1066,2,0,0,0,啊感觉组团来讹钱了？ //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2056,1063208037,松鼠有个靓仔,其他,2016-07-25 14:11,1066,2,0,0,0,回复@解除学渣之锁:是啊！看了这视频，女的会提离婚吧。//@解除学渣之锁:不管自己做错了什么，妈妈总是比丈夫更勇敢
2055,1821689835,周蝶梦庄,北京 西城区,2016-07-25 14:13,1066,2,0,0,0,这种地方不离开几公里是不敢下车的 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害
2054,2939293040,xfjx本人,江西 南昌,2016-07-25 14:13,1066,2,0,0,0,不要给自己的愚蠢找理由了！//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上
2053,1825811283,语默and雨墨,北京 宣武区,2016-07-25 14:13,1066,2,0,0,0,亲友又没在现场。瞎扯。//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2052,1240882562,花御膳弁当,,2016-07-25 14:15,1066,2,0,0,0,害死了自己的妈，以后的日子只能在悔恨和缅怀中度过了 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直
2051,2176234675,4300K的光芒,,2016-07-25 14:16,1066,2,0,0,0,老虎也会误认为那是给它投喂的活食……
2050,2872297670,冉宝爱学习,,2016-07-25 14:16,1066,2,0,0,0,呵呵//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2049,1581263942,糖包子人罐头,海外 英国,2016-07-25 14:16,1066,2,0,0,0,母亲啊…原来如此 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2048,3490938243,MISHALE100,,2016-07-25 14:17,1066,2,0,0,0,//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2047,1291610192,露洋培训,,2016-07-25 14:17,1066,2,0,0,0,可怜的妈妈//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2046,1849029851,我要看电影93,北京 海淀区,2016-07-25 14:18,1066,2,0,0,0,出没出园你能不知道？//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】
2045,1655384713,哦hin不开心啊就是hin不开心,海外 巴西,2016-07-25 14:18,1066,2,0,0,0,呵呵 果然赖上动物园了 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2044,5681356850,拉面小主子,河北 石家庄,2016-07-25 14:18,1066,2,0,2,0,卧槽母亲死了？？！！ //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2043,2633791057,青岛一李万飞,山东 青岛,2016-07-25 14:18,1066,2,0,0,0,扯，没常识？//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2042,1914239324,尤怒欧胡艾姆,,2016-07-25 14:19,1066,2,0,0,0,嗯熊孩子长大了 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2041,2985853472,hebitcs,香港,2016-07-25 14:20,1066,2,0,0,0,哎 珍爱家人 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2040,1979381217,只想做一只安静的学渣囧rz,湖北 武汉,2016-07-25 14:20,1066,2,0,0,0,亲情和爱情哪个重要一下就看出来了//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；
2039,1980893877,柠檬草精灵-happy,北京 石景山区,2016-07-25 14:20,1066,2,0,0,0,死者为大。虽然没去过野生动物园，但是我觉得诸如园区界限这类最基本的标识应该会有明显提示。这也影射出一社会常态，好多人都养成了无视规则的习惯。
2038,1783399015,躲七泡八喝九,,2016-07-25 14:21,1066,2,0,0,0,//@Vista看天下: 【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2037,2007607977,_spring_520,陕西 西安,2016-07-25 14:22,1066,2,0,0,0,//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2036,1640512845,小咪88年,上海 闸北区,2016-07-25 14:22,1066,2,0,0,0,//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
2035,1925160705,王胖子不会骑车,北京 昌平区,2016-07-25 14:23,1066,2,0,0,0,已经准备开始讹钱了，"我不知道已经出园了，是你们动物园的提醒标志不明显 "//@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上
2034,2668622132,古古-----,,2016-07-25 14:26,1066,2,0,0,0,生死关头 拼死相救的是母亲 也只有母亲 男人终究是害怕和退后  //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤。
2033,1552637310,镀金的濑尿牛肉丸先生,广东 广州,2016-07-25 14:27,1066,2,0,0,0,不要脸 //@Vista看天下:【北京被老虎咬伤游客脱离危险 亲友：误认为已出虎园】监控显示，最后冲下车想救女儿的母亲被老虎袭击致死；其女儿受伤，24日凌晨5点已做完手术，生命体征稳定，无生命危险；女婿下车营救无果，后返回车上，没有受伤；外孙子一直在车上，没有受到伤害。@人民日报
